index,comments,time
46,赞美苦难者的苦难，用苦难者的苦难来对比苦难，告诉我的苦难不值一提。一头驴爬山累的步履蹒跚，但驴没有停下脚步而是埋头苦爬。后面一群人讨论着 驴爬山的精神治好了我的内耗。但却没人愿意从驴车上下来，也没人愿意去看抽在驴身上的鞭子有多少根??,11天前发布
47,欠俩币，等有了回来补,11天前发布
48,永远的二舅,12天前发布
49,少见币比赞多的视频[笑哭],12天前发布
50,与流量明星相比，二舅更活出了第二个人生,12天前发布
51,太强了！,12天前发布
52,牛逼,13天前发布
53,"病了四年，不得不接受自己的缺点，佩服二舅，在自身身体的限制条件里，创造了自己人生的价值，还帮助了村子里的老年人。
那些说视频歌颂苦难的，并不是什么歌颂苦难的，你们要是像二舅这样子，最怕的就是被人同情。",13天前发布
54,这视频到现在还有五百个人在看，真的牛批[tv_doge],13天前发布
55,感动 热泪盈眶,13天前发布
56,二舅无敌,13天前发布
57,写得好，很感人！[打call],13天前发布
58,二舅是可贵的乃至于伟大的，可悲的是人性是不健全的乃至于低劣的,13天前发布
59,那个年代的人遇到困难大多是想办法解决困难。小时候父母不在家，外公外婆带大的，外公是一个我拿着不会的数学题去问，他一边打着小霸王游戏机，一边默默在心里算出答案，然后告诉我他会了，让我自己去解题的人[笑哭]他读书时候就是一心多用的人，一边和街边老头下象棋，一边在心里刷题，所以每次考试都第一，但别人看他永远在玩。也因为外公影响我太多，所以我习惯性自己给自己找问题，然后解决问题。也导致了我不太能理解为什么现在有些人遇到一丁点问题就手足无措。,13天前发布
60,这视频不是撤推送了吗？？？？咋又上首页了？？？？？？？？？？？？,13天前发布
61,反复看了好多遍，感动[大哭],13天前发布
62,少见币比赞多的视频[笑哭],13天前发布
63,言传不如身教[保卫萝卜_哭哭],14天前发布
64,天才的一生就算是再普通也是个天才[大哭],14天前发布
65,学会治愈自己，过的更好一点再好一点,14天前发布
66,神一样的二舅！,14天前发布
67,你看二舅总有办法[热词系列_妙啊],14天前发布
68,今天作文课上讲到了,14天前发布
69,对不起，我没有硬币了。。。[Kizuna AI_哭哭],14天前发布
70,每个村子里都会有这么一个守村人[爱心],14天前发布
71,"感觉印象里见过这样的人 但是又那么遥远 该是我还在高中懵懂时就去了的父亲 虽不是同样的性格 但是给我同样的感觉 
现在的我头是回不去的 一样的北漂五年只能向前看[大哭]",14天前发布
72,突然读懂了《活着》[难过],15天前发布
73,一哥啊 因为你的二舅 我又要多写一篇作文[笑哭],15天前发布
74,新时代青年的力量！感动，热泪盈眶！激励我努力！加油！,15天前发布
75,所以不要抱怨生活了，积极工作加班吧[打call],15天前发布
76,二舅 优秀的人儿[支持],15天前发布
77,我只想说：牛Bi啊二舅和外甥都,15天前发布
78,"?从无遗憾-没有任何必要！
经过的就是人生的必然！
明天依然是昨天心中的我！
我回头是为今天的起步！
外部看来的辉煌或凄惨，
不影响我每一步的坚定！",15天前发布
79,所以不要抱怨生活了，积极工作加班吧[打call],15天前发布
80,感动 震撼[热词系列_三连],15天前发布
81,世界以痛吻我，而我要报之以歌,15天前发布
82,不要回头看，要怀抱希望一步一步向前走[拥抱],15天前发布
83,我们村也有一个“二舅”，小的时候就对他印象深刻，他说话含糊不清但能听懂他的意思，每天杵着拐杖下象棋和闲聊，喜欢逗小孩子，凌晨依稀听到拐杖声以及他帮忙杀猪的声音（普通成年人2个人才能定住他却一个人也可以），上过当地电视台，上过报纸,15天前发布
84,看到最后几分钟还是没忍住鼻子一抽就哭了出来,15天前发布
85,一杯敬明天 一杯敬过往,16天前发布
86,宝藏up,16天前发布
87,点赞甚至没有投币多，人均三连,16天前发布
88,我并不知道文案究竟怎么写才能写成这样，但我确实觉得很好，三连一手，期待下一个作品,16天前发布
89,虽然视频只有十一分钟但是感觉像看了一部电影一样[热词系列_你币有了],16天前发布
90,感动 热泪盈眶,16天前发布
91,最后的一幕我想加个结尾总结：神话 传说 传奇！,16天前发布
92,我一直在回头，所以寸步未行，自卑的情绪只有自己知道，奇怪的行为让人厌恶，所以我只能在回忆里找自己本来的样子[大哭][大哭][大哭][大哭],16天前发布
93,感动 热泪盈眶,16天前发布
94,所以不要抱怨生活了，积极工作加班吧[打call],16天前发布
95,期待你的下一篇散文[支持],16天前发布
96,永远感动，永远热泪盈眶[支持],16天前发布
97,历史老师太强了呜呜呜呜呜呜呜…,17天前发布
98,一期视频涨百万粉系列[doge],17天前发布
99,对不起，没有币了，下次绝对会来。,17天前发布
100,感动 热泪盈眶,17天前发布
101,感动 热泪盈眶,17天前发布
102,希望up能把此视频的收益用于提升二舅生活质量(???),17天前发布
103,恭喜四千万播放~~~,17天前发布
104,常看常新,17天前发布
105,所以不要抱怨了，过去的没办法后悔了，把握现在[保卫萝卜_哇][保卫萝卜_哇],17天前发布
106,准高三生 老师要求我们根据这个视频写一个议论文[打call],17天前发布
107,推荐电影 天注定,17天前发布
108,四千万祝贺！！!,17天前发布
109,好奇怪，不知道为什么看着看着笑了一声突然眼泪就落了下来,18天前发布
110,哈哈哈哈哈哈哈,18天前发布
111,四千万祝贺！！[打call][打call],18天前发布
112,看完莫名的就落泪了 写的太好了,18天前发布
113,四千万助攻！！,18天前发布
114,我们每个人都在自己是生活里沉沦，也都在书写着自己的故事 加油吧，奋斗者！,18天前发布
115,希望每个努力的人都能得到应有的回报[夏日冰品_呜呜呜][夏日冰品_呜呜呜],18天前发布
116,新时代青年的力量！感动，热泪盈眶！激励我努力！加油！,18天前发布
117,"短短的十几分钟记录了二舅的大半生,敬二舅!",18天前发布
118,所以不要抱怨生活了，积极工作加班吧[打call],18天前发布
119,up说的这两类快乐的人，其实都是知足常乐的人,18天前发布
120,真棒，热泪盈眶，希望我也能在四十岁之前写出撼动人心的作品！我一直在努力。,18天前发布
121,遇到苦难    那用自己的方式  去过自己的生活,18天前发布
122,优秀的二舅[支持],18天前发布
123,少见啊投币比点赞多，三连了希望大家都加油[打call],19天前发布
124,"试试看有多少点赞
新时代青年的力量！感动，热泪盈眶！
希望up能把此视频的收益用于提升二舅生活质量(???)
感动 热泪盈眶
看了微博和b站的评论，发现微博真的就是一个wc，风向突然转换的这么快真的不觉得离谱吗……说实话我关注up并不是因为二舅，而是写的我真的很喜欢的文案和其他有趣的作品，不管怎么样，希望up越来越好【小电视_太太喜欢】
敬二舅！！！",19天前发布
125,up说的这两类快乐的人，其实都是知足常乐的人,19天前发布
126,仅此硬币，以表敬意,19天前发布
127,加油！二舅！,19天前发布
128,厉害的二舅,19天前发布
129,大家都好正能量[支持],19天前发布
130,希望每个努力的人都能得到应有的回报[打call],19天前发布
131,很棒啊 认真生活下去！,19天前发布
132,希望二舅越过越好[打call],19天前发布
133,所以不要抱怨生活了，积极工作加班吧[打call],20天前发布
134,看这期视频的时候，自己感觉心里好像是没有什么悸动，但是就是看看看着就流下了泪怎么也止不住，就是不断了流，想止住也做不到，看完也是沉默了好久，想不明白啊，想不明白啊,20天前发布
135,二舅教会了我不要抱怨,21天前发布
136,新时代青年的力量！感动，热泪盈眶！激励我努力！加油！,21天前发布
137,优秀的二舅[支持],21天前发布
138,很好的视频????,21天前发布
139,[永雏塔菲_亲嘴],21天前发布
140,谢谢你二舅,21天前发布
141,希望up能把此视频的收益用于提升二舅生活质量(???),21天前发布
142,希望up能把此视频的收益用于提升二舅生活质量(???),21天前发布
143,优秀的人儿！,21天前发布
144,新时代青年的力量！感动，热泪盈眶！,21天前发布
145,感动 热泪盈眶,21天前发布
146,我相信给他们点赞的都是水军?[tv_思考],21天前发布
147,奇才！奇才！可叹！可敬！,21天前发布
148,感动 热泪盈眶,21天前发布
149,二舅好样的！,21天前发布
150,[阿梓_真接受不了][阿梓_真接受不了][阿梓_真接受不了][阿梓_真接受不了],21天前发布
151,新时代青年的力量！感动，热泪盈眶！,21天前发布
152,二舅 成功激励我去努力！,21天前发布
153,新时代青年的力量！感动，热泪盈眶！,21天前发布
154,好哈哈哈哈哈哈哈哈，[歪嘴][嗑瓜子][嘟嘟][喜欢][吃瓜][打call][笑哭][歪嘴],21天前发布
155,希望up能把此视频的收益用于提升二舅生活质量(???),22天前发布
156,所以，每个人的生命都可以是一篇不朽的诗歌,22天前发布
157,谢谢你二舅,22天前发布
158,这期文案非常好[支持],22天前发布
159,希望二舅继续安静的活下去,22天前发布
160,感动 热泪盈眶,22天前发布
161,感动 热泪盈眶,22天前发布
162,二舅是不是想说什么,22天前发布
163,感动 热泪盈眶,23天前发布
164,其实不管这个视频里有多少是虚构的，我都觉得这是一部很优秀的作品。在二舅之前就关注了up，看了这个视频真的有所感悟。就希望二舅以后的生活可以更好。up加油[保卫萝卜_笔芯],23天前发布
165,哇，特别棒的视频,23天前发布
166,这是我见过唯一一个币比点赞多的视频,23天前发布
167,其实不管这个视频里有多少是虚构的，我都觉得这是一部很优秀的作品。在二舅之前就关注了up，看了这个视频真的有所感悟。就希望二舅以后的生活可以更好。up加油[保卫萝卜_笔芯],23天前发布
168,内容很好，非常打动人心，但是字幕不知道是怎么回事，好多的得地用错了，看得很难受[大哭],23天前发布
169,学习二舅的精神，但不希望他的遭遇落在我的身上,23天前发布
170,600万投币是b站最多的吗？[疑惑],23天前发布
171,我不管是不是编的，只希望作者不要把所有钱全恰了，能帮就帮帮,23天前发布
172,up的这种视频风格很符合现在我的口味，多来整点[doge],23天前发布
173,好酷的视频！,23天前发布
174,看了微博和b站的评论，发现微博真的就是一个wc，风向突然转换的这么快真的不觉得离谱吗……说实话我关注up并不是因为二舅，而是写的我真的很喜欢的文案和其他有趣的作品，不管怎么样，希望up越来越好[小电视_太太喜欢],23天前发布
175,感动 热泪盈眶,23天前发布
176,看看百度就能深刻体会“一个作品火了，就会有无数个人来找茬”这一道理[藏狐],23天前发布
177,首次三连，敬二舅,23天前发布
178,希望现实里的二舅能借着这个视频过更好的生活,23天前发布
179,感动 热泪盈眶！,23天前发布
180,赞！,23天前发布
181,"想起《白鹿原》 ：后悔是不能后悔的 后悔了但是不能改变就是一块心病，跟随自己一辈子，更严重的，就会变成心魔
 如果能不后悔 鹿三也就不会成为悲剧了吧",23天前发布
182,二舅真是优秀的人儿[支持]希望大家都能像二舅一样生活,23天前发布
183,感动 热泪盈眶,23天前发布
184,打动我的不只有二舅，还有作者对走红的处理方式，不恰钱让故事在这里结束，完美且是这么多一夜爆红的人中最我见过最不让人失望的，感觉贴合了我认为最好的结局,23天前发布
185,看到了直面生活的勇气了,23天前发布
186,看了微博和b站的评论，发现微博真的就是一个wc，风向突然转换的这么快真的不觉得离谱吗……说实话我关注up并不是因为二舅，而是写的我真的很喜欢的文案和其他有趣的作品，不管怎么样，希望up越来越好[小电视_太太喜欢],23天前发布
187,年度最佳纪录片,23天前发布
188,瓜呢？新闻里说的咋回事？,23天前发布
189,泪流满面！一遍又一遍。,23天前发布
190,白嫖党的第一次5连，还是两枚硬币！点赞弹幕评论收藏转发投币！！！,23天前发布
191,敬二舅！！！,23天前发布
192,“我们所度过的每个平凡的日常，也许就是连续发生的奇迹。” ——《日常》,23天前发布
193,二舅你是我最近的精神支柱！,23天前发布
194,二舅不觉得自己很可怜，也没有活的让人可怜。不去想向谁索取，而是自己去创造。这点可能我们大多数都比不过二叔。我觉得二叔的这种精神即值得我去尊敬，也值得我去学习。[那兔_好滴][小绿和小蓝_机智一比],23天前发布
195,真的好感动  希望大家的生活都能像二舅一样平凡但是充实,24天前发布
196,这期文案非常好[支持],24天前发布
197,特别喜欢这个文案和拍摄。,24天前发布
198,二舅真不错，但希望别再有二舅酱紫的人了,24天前发布
199,看到打假新闻来的，啥情况？,24天前发布
200,所以，每个人的生命都可以是一篇不朽的诗歌,24天前发布
201,所以，每个人的生命都可以是一篇不朽的诗歌,24天前发布
202,[物述有栖_起来][猫雷Nyaru_foofoo][永雏塔菲_闪亮登场][冰糖IO 蜕变·闪耀_思考],24天前发布
203,敬二舅!!!!!,24天前发布
204,[保卫萝卜_哭哭]感动，希望这个世界上有更多的人能像二舅一样自强地活着,24天前发布
205,感动 热泪盈眶,24天前发布
206,其实我觉得高质量的视频就该火的[保卫萝卜_哇],24天前发布
207,太感动了，希望大家活的和二舅一样[大哭][给心心],24天前发布
208,希望大家都像二舅一样生活[tv_大哭],24天前发布
209,感动 热泪盈眶,24天前发布
210,来支持一下，找不到投币在哪，只能点赞支持了,24天前发布
211,声明一下，点赞投币是给二舅的，UP主转送一下。,24天前发布
212,[永雏塔菲_嘲笑],24天前发布
213,真的好感动  希望大家的生活都能像二舅一样平凡但是充实,24天前发布
214,我觉得文案写得很好[藏狐]支持,24天前发布
215,"好感动，我也想成为这样的人[大哭][大哭]
成为up主这样的人",24天前发布
216,感动 热泪盈眶,24天前发布
217,感动 热泪盈眶,24天前发布
218,最值得学习的人[支持],24天前发布
219,感动 热泪盈眶,24天前发布
220,感动 热泪盈眶,24天前发布
221,感动 热泪盈眶,24天前发布
222,不管是真是假，我喜欢，关注up的时候还是高考作弊那一期[脸红],24天前发布
223,好！！！,24天前发布
224,[总之就是非常可爱_加油],24天前发布
225,我太喜欢二舅了。我永远羡慕直面苦难、争取胜利的勇气！,24天前发布
226,好！！！！！！！！！！！！！！！！,24天前发布
227,敬二舅！敬每一个历经苦难依旧乐观向上的灵魂！[打call],24天前发布
228,每天一遍，激励自己[星瞳_敬礼],24天前发布
229,. . .,24天前发布
230,打卡，二舅的人生让我参悟很多，感谢二舅，也感谢我们老师给我们出的“二舅”的作文题[保佑],24天前发布
231,喜欢这样的二舅,24天前发布
232,我身边也有这样的人 她很幸运 但又很不幸 亲戚说她失败了 我觉得她的人生成功了。,24天前发布
233,不能像以前一样想着别人的不好了，我要自己好好努力！[大哭][给心心],24天前发布
234,[永雏塔菲_嘲笑][永雏塔菲_嘲笑],24天前发布
235,二舅也是一种工匠精神的体现 卓越平凡而又可爱的人,24天前发布
236,很好的视频，看完真的流泪了，大家一定要像二舅那样积极乐观！,24天前发布
237,每天一遍，激励自己[向晚2.0_双眼wink],24天前发布
238,3700＋w....打个卡 好久没见这么高的播放量了www好像还可以再涨一段时间[热词系列_三连],24天前发布
239,很好的视频！祝大家都像二舅那样乐观积极！[大哭][大哭][给心心],24天前发布
240,哈哈哈哈哈哈哈哈哈,24天前发布
241,被这个视频感动到了[小A和小B_大哭][小A和小B_大哭],24天前发布
242,感谢二舅[给心心]希望二舅永远健康[给心心],24天前发布
243,特意回来点赞投币[雪未来_给你惊喜],24天前发布
244,哈哈哈哈哈哈哈,24天前发布
245,泪目，祝大家以后的人生都和二舅一样积极乐观，相信up的后代也会延续二舅的精神[大哭][大哭][大哭],24天前发布
246,向二舅学习！,24天前发布
247,希望每个人都能像二舅一样生活！,24天前发布
248,就连最后一幕的回头看也是为了看“我”的吗,24天前发布
249,很好的视频！祝大家都像二舅那样乐观积极！,24天前发布
250,感谢大戈老师！[打call],24天前发布
251,非常好的视频，看完后浑身充满了力量[星瞳_敬礼],24天前发布
252,很好的视频！祝大家都像二舅那样乐观积极！,24天前发布
253,非常好视频，看完后浑身充满了力量[星瞳_敬礼],24天前发布
254,太伟大了[大哭]我们大家全都要向二舅学习，像二舅一样生活[打call][打call][给心心],24天前发布
255,很好的视频！祝大家都像二舅那样乐观积极！,24天前发布
256,非常优秀的视频，看哭了!看到弹幕里一大片“敬二舅”，流泪了，看完二舅要写一篇观后感！看完后浑身充满了力量，真的不错 [打call][打call][打call],24天前发布
257,二舅太酷了,24天前发布
258,下班回来累了就得看这个加油打气 非常好视频[星瞳_敬礼],24天前发布
259,泪目，祝大家以后的人生都和二舅一样积极乐观，相信up的后代也会延续二舅的精神[大哭][大哭][大哭],24天前发布
260,非常优秀的视频，看哭了!看到弹幕里一大片“敬二舅”，流泪了，看完二舅要写一篇观后感！看完后浑身充满了力量，真的不错 [打call][打call][打call],24天前发布
261,非常优秀的视频，看完后浑身充满了力量[星瞳_敬礼],24天前发布
262,非常优秀的视频，看完后浑身充满了力量[星瞳_敬礼],24天前发布
263,看哭了!这是多少我们长辈的经历啊！,24天前发布
264,非常优秀的视频，看完后浑身充满了力量【星瞳_敬礼】,24天前发布
265,非常优秀的视频，看完后浑身充满了力量[星瞳_敬礼],24天前发布
266,非常优秀的视频，看完后浑身充满了力量[星瞳_敬礼],24天前发布
267,看完后真的挺感慨的，视频真的很棒！,24天前发布
268,非常优秀的视频，看完后浑身充满了力量[星瞳_敬礼],24天前发布
269,二舅是怎么想的,24天前发布
270,太伟大了[大哭]我们大家全都要向二舅学习，像二舅一样生活[打call][打call][给心心],24天前发布
271,看到弹幕里一大片“敬二舅”，流泪了，大家都是快乐的人,24天前发布
272,说的道理！,24天前发布
273,收藏了，焦虑了胆怯了犯懒了就回来看一看,24天前发布
274,一个好故事 感谢！,24天前发布
275,看完二舅要写一篇观后感[tv_笑哭][tv_难过],24天前发布
276,估计下学期二舅要出现在我的语文试卷题目里了 ，大概率在语言文字运用。或者英语语填或完填,25天前发布
277,上班三年，资本家治好我的精神内耗,25天前发布
278,连续看两天了 除了热泪盈眶不知道怎么感动了,25天前发布
279,我们老师用up主的文案来给我们讲作文[打call],25天前发布
280,又想笑又想哭，文字魅力加上故事本身，先生大才。,25天前发布
281,我们老师上班会课给我们看这个视频[热词系列_三连][热词系列_三连],25天前发布
282,真的不错 [打call][打call][打call],25天前发布
283,好好好好好好好好,25天前发布
284,可爱的人儿[打call],25天前发布
285,二舅太TM酷了,25天前发布
286,今天考试考了二舅 [笑哭]特此来看 啊啊啊啊啊啊啊啊啊,25天前发布
287,“我把荆棘当做铺满鲜花的原野，人间便没什么人将我折磨。”生固无常，然生顽强,25天前发布
288,非常好视频[打call],25天前发布
289,看这个视频的时候，旁边刚好响起《孤勇者》,25天前发布
290,每天一遍，激励自己,25天前发布
291,因为二舅我成功的获得了一篇800字的作文[歪嘴],25天前发布
292,戈老师的二舅只是个神像而已，没有什么比不会说话的神像更适合当神了,25天前发布
293,666666666666666666666,25天前发布
294,优秀的二舅??,25天前发布
295,我们今天班主任给我们放的 回家就刷到了,25天前发布
296,真正有文化内涵的好视频[支持][支持][支持][支持][脱单doge],25天前发布
297,好感动 救命,25天前发布
298,我学校昨天发了英文版的视频内容简介给我们阅读，我今天刚刚放假就看到了！原来我学校这么与时俱进的吗？[doge][doge],25天前发布
299,从不回头看的人，一定不是真的快乐,25天前发布
300,他不知道深一脚浅一脚的走了多少年 ，却好像依然爱着这个 让他步履蹒跚的人间,25天前发布
301,作者的笔触好像我之前看的一位名叫“野夫”的作家，那种中立感觉，不自已予以评价，记录二舅，为他述史。也好像“野夫”笔下的“畸人”刘镇西呀。,25天前发布
302,如果他能遇到更好的机遇一定会非常出色  但我这想法也是遗憾 所以没有如果  他现在也非常出色 让所有人都能感到佩服,25天前发布
303,三千万播放量,25天前发布
304,我爸的经历何尝不是像二舅一样，但他们都向前看，后生可畏啊,25天前发布
305,为什么我的币刚好没了[大哭],25天前发布
306,每天都要看一遍，每天都深深地被震撼,25天前发布
307,二舅极其聪明的一个人，周围的一切都玩转的很好，但农村限制了他,25天前发布
308,敬二舅！！！,25天前发布
309,二舅的一生,25天前发布
310,我之前在省重点高中上学，后来生病退学，现在还在发愁打什么工[笑哭]，二舅确实让我看到了希望,25天前发布
311,二舅和《人生》中高加林一样，有着被捉弄的命运和直面惨淡人生的勇气,25天前发布
312,我做不了第一快乐的人，也做不了第二快乐的人，但是看了你的视频后，我感觉我是第三快乐的人,25天前发布
313,三连了[鼓掌],25天前发布
314,向二舅学习！[打call],26天前发布
315,"对啊，第二快乐的人是从不回头看的人
为什么我却喜欢频频回顾自己的脚印[难过]",26天前发布
316,二舅的文化和生活态度敬佩 up主的文化抒写 和时而的幽默 更敬佩,26天前发布
317,谢谢二舅，谢谢up，我觉得自己被拯救了[保卫萝卜_哭哭],26天前发布
318,恭喜上新闻,26天前发布
319,这个up我很早之前就关注了哦 是山东人何德何能那集[doge],26天前发布
320,这文案去掉画面也可以描绘出一个拼搏不息的二舅，是真的具有力量[支持],26天前发布
321,看的时候又哭又笑,26天前发布
322,完了，给语文老师看到了，到时候考试作文少不了了[笑哭][笑哭],26天前发布
323,看着看着就哭了[委屈][大哭]祝大家都能成为自己心目中的二舅[拥抱],26天前发布
324,感动之余大家应该思考一下，视频的重点不应该在赞美二舅的精神上，而是应该聚焦于为何会出现这种情况，实事求是，从根本上解决问题，让二舅这种承受着如此苦难的人不再出现。苦难是我们需要解决的对象，而不是赞美逆来顺受。,26天前发布
325,这UP主 有当纪录片导演的潜质呀[支持],26天前发布
326,泪目，祝大家以后的人生都和二舅一样积极乐观，相信up的后代也会延续二舅的精神[大哭][大哭][大哭],26天前发布
327,三连给二舅的一生,26天前发布
328,我奶奶之前跟我说我爷爷也是这样子的人，家里的刀，家具，还有锅具我爷爷都会做。我爷爷是特别勤劳的人，我从来没见过我爷爷，他在我还未出生之时就走了。[大哭][大哭][大哭],26天前发布
329,网上刷到了大量二舅，我本是不想看的，但发现竟然是我关注过的UP发的，就赶紧从关注点进来，上一篇看的还是食品安全[doge],26天前发布
330,25号的视频，当时看了点开头没兴趣就关了，今天30号我打开b站发现排行榜第一还是这个视频抱着试试的心态看完了，看完后心里只有佩服[奋斗]（应该还有更加合适的词但是我学识有限）,26天前发布
331,泪目，祝大家以后的人生都和二舅一样积极乐观，相信up的后代也会延续二舅的精神[大哭][大哭][大哭],26天前发布
332,想说投两个币给二舅买点东西，可是一想二舅又有什么缺的呢，这两个币投出去，只为了稍微充实一下我的内心,26天前发布
333,二舅其实就和我的头像一样 活在当下嘛 绽放出精彩人生,26天前发布
334,你二舅永远是你二舅……,26天前发布
335,看完了，并没有治好我的精神内耗 反而让我感到愤怒，别把不合理的事物强灌鸡汤，我只替二舅感到不公，有才能的人不该沦落如此，这不合理也不应该 但现实却又是此般无奈，呜呼！何时眼前突兀见此屋，只希望二舅这样的人 有朝一日能得到些许温柔对待吧,26天前发布
336,我感觉作者没有怪罪那个医生，只是感叹命运的不公[tv_委屈],26天前发布
337,好像在写小说,26天前发布
338,居然从二舅身上看到了自己[脸红],26天前发布
339,抛开表象，能看到了更深刻的东西,26天前发布
340,看哭了??????,26天前发布
341,看着看着就哭了[委屈][大哭]祝大家都能成为自己心目中的二舅[拥抱],26天前发布
342,留个眼，几年后，有人考古提醒我看一下有没有新动向[微笑],26天前发布
343,这个视频怎么突然火了(昨天刷到，还没看),26天前发布
344,三连了 看完之后毛孔直立,26天前发布
345,可惜只能投两个硬币,26天前发布
346,挣扎着求生,26天前发布
347,台词两天写成这样，天才！,26天前发布
348,给二舅点赞投币,26天前发布
349,二舅太传奇了像一个电影或者小说里的人物，天才少年稀奇但不是没有，但生活巨变下二舅仍表现的自强自信太珍贵了，并且经历了一切之后仍能自洽，满足。,26天前发布
350,苦难并不值得歌颂,26天前发布
351,画家不识渔家苦，好作寒江钓雪图,26天前发布
352,二舅真的可惜了,26天前发布
353,我小的时候也是经常生病，老实打针吃药的，后来不知道怎么的腿就不能走路了，上幼儿园也是我妈背着去，在幼儿园里上厕所也是老师抱着去，我幸运的是后来腿好了，这样想来我也是有幸运的时候了,26天前发布
354,让我泪目，看了两遍，还觉不够，敬二舅！！我四肢健全，上过大学，和二舅比，哎，没得比，汗颜！！！,26天前发布
355,这和我的爷爷像极了。上学时写文章想表达出这种感觉。却总表达不出来。在这里看到UP主的视频。真的是。[大哭][大哭][大哭],26天前发布
356,年度最佳纪录片《我的二舅》          敬二舅！！,26天前发布
357,我是来支持作者的，现在网上什么热度都蹭。[调皮]作者加油碰瓷的太多。,26天前发布
358,二舅的自我救赎,26天前发布
359,看着up几天涨粉一百多万[打call][打call][打call],26天前发布
360,二舅并未沉沦而是用自己的方式活出了属于二舅的精彩,26天前发布
361,居然看哭了,26天前发布
362,致敬二舅，感谢二舅外甥。,26天前发布
363,我又回来了 补个[热词系列_三连],26天前发布
364,敬二舅！        只要生命的火焰一天不熄灭，一个人在很久以前感受到的瞬息之间的快乐，就能击溃笼罩着其生涯的黑暗，宛如篝火在夜晚的旷野中发出的一线光明，能够击碎万斛黑暗似的。,26天前发布
365,学校让写观后感[热词系列_知识增加],26天前发布
366,《山村里的光》,26天前发布
367,好久没有哭过了看完这个视频我哭了,26天前发布
368,敬，二舅！[藏狐],26天前发布
369,很多时候人生就像打牌，极少有十全十美的牌，我们能做的就是打好自己手里的牌，不回头,26天前发布
370,"觉得，二舅注定得到赞美。
他使我们成为人生的先知，人生的信念就这样被传递。也使我们早早认识到，未知的前路 总是传奇而不朽的[拥抱]",26天前发布
371,看了三次。可惜只能投一次币,26天前发布
372,唉，这一切都是上天注定的[酸了],26天前发布
