index,comments,time
27751,有机会去北京看看他,30天前发布
27752,致敬二舅,30天前发布
27753,突然觉得想哭，前路迷茫。。。。。。,30天前发布
27754,人生最大的遗憾就是一直在遗憾过去的遗憾，遗憾在电影里是主角崛起的前戏，在生活里是让人沉沦的毒药,30天前发布
27755,文案风格让我想起来了PLUS大佛。,30天前发布
27756,11万人在看，这个视频值得！,30天前发布
27757,想爷爷了,30天前发布
27758,朴实幽默乐观豁达，看完又伤感又觉得充满力量,30天前发布
27759,朴实幽默乐观豁达，看完又伤感又觉得充满力量,30天前发布
27760,这个视频呈现了太多我内心所感念和难以释怀的东西，从小身边有太多“二舅”这样的人与事，我看到和听到过太多社会底层的普通人所经历的困苦与面对困境的乐观，那些普通人的一生，每每念及，难以释怀，有太多感受和故事想要讲出来却不能够。up主讲出来了这样的故事，让我觉出一种难以名状的亲切和情怀,30天前发布
27761,不可抗拒的荒凉感…,30天前发布
27762,“二舅总有办法”,30天前发布
27763,说实话很羡慕二舅。活明白了，活通透了，活出了自己的精彩！真好！,30天前发布
27764,在时代的变迁中，将二舅一生的悲欢离合娓娓道来。可贵的是视频爆火后的平静，少了争名夺利的心，保护二舅的生活不被叨扰。,30天前发布
27765,没感觉治好反而窒息,30天前发布
27766,向二舅致敬,30天前发布
27767,世界很小，他有值得去做的事，未来就来了。,30天前发布
27768,"千花百草画大千
数妖众魔沥成佛
有人在舒适中想象困难
有人在困难中打造舒适
哪个人不是只活一次",30天前发布
27769,越看越内耗,30天前发布
27770,不三连我自己都不允许,30天前发布
27771,卧槽，第一次看到11万+同时观看，太牛皮了,30天前发布
27772,"突然想到了我的外婆。从小亲生父亲就去世，亲生母亲养不起她，把她送给了别人养。小时候非常穷，但我外婆非常聪明。最后因为养母家孩子太多，读不起书，只念了一个小学。有一次村里面有人推荐她免费念一个医专，她各种笔试面试都通过了，去那个学校之后，人家跟她说，没有初中学历不给念，她也就错过了当医生的机会。

外婆跟外公结婚以后，条件特别艰苦。据她跟我说，两个人刚结婚的时候，灶台是用几块砖头搭起来的。家里穷，还有两个小孩要养 ，她就没日没夜的干活。小学学历的她，当上了村里的妇女主任，还是当时广播站的播音员。她们村里面不让女孩子读书，嘲笑外婆费尽千辛万苦让我妈读书，最后还不是泼出去的水。一些人指着她的鼻子骂她，但外婆就算吃再多的苦，也要供妈妈上学。妈妈考上了高中，也读了大学，而村里好多女孩子后来都去当了裁缝。

外婆虽然没有机会当上医生，但家里的一些小病她都能够帮人看好。外婆无论去哪一个地方，哪一个城市，走过的路只要一遍就能够记住。当年村里面的小痞子见到她就要绕道走，有一次在银行被一个男的抢劫直接把那个男的打趴了。我有时候常常会想，外婆要是代替我念书，一定比我还厉害吧。只是她缺少了一些机遇而已。",30天前发布
27773,平凡又伟大,30天前发布
27774,"他拿起这淡黄色的小纸，吻了吻，仔细地将它折好，放进胸前的衣袋里。

这两分钟里，他又重度过他一生中的两年。

但是他走出去时并不是垂头丧气的。相反地，他高高地抬起了头，象是个骄傲快乐的人。因为他知道他已经尝到一些生活所能赐予人的最大的幸福。有很多人，可惜，连这一点也没有得到过。--斯特林堡《半张纸》

突然想到了这些话",30天前发布
27775,看完了，突然想好好活，认真活。不再摆烂。,30天前发布
27776,二舅像水，流过生活这条沟壑里的每一个棱角，但仍然清澈，仍然高歌。,30天前发布
27777,衣戈这期视频最开始发布的时候我看见是一个老人，文案是二舅，我没去看，觉得是随大流般的探访。今天看长安剑，发现在推荐衣戈的这期视频，我开始沉下心来去看这短短的十一分钟，加了倍速。看完觉得恍然，没有和往常一样，看完点赞走人，没有和平时那样只是过了下脑，而是留在了心底。今天看的视频有十一万人同步观看，这个视频火了，好像随大流般的火了，但是他却不是随大流的视频。如果我没有看长安剑，不会觉得这是一个好的视频，因为我不会去看；如果我不去看，我不会认为我会在心底留下某些东西，因为没有权重。不幸的是，我今天才看，是因为长安剑才看的，而不是因为这个视频本身，不是因为二舅看的；幸运的是，不论如何，我看了，留在了心底，记住了二舅，记住了和二舅一样的人，记住了我有了权重才会去注意我以为的随大流这个教训。因为他公平，但是他故去了。因为有权重，但是我随大流了。因为我故作清高，所以我有遗憾了，没有当时看，而是现在才看。我是应当羞愧的，为了二舅的不平凡，为了衣戈的视频，其实，都没有，只是为了我自己，还是为了我自己。,30天前发布
27778,好有意义！,30天前发布
27779,为什么我哭了？,30天前发布
27780,我姥爷也是，一生很风流，奈何二老太惯我舅舅，我舅舅现在成为了一个酒鬼，气的一家不得安宁[委屈],30天前发布
27781,平凡生活的力量,30天前发布
27782,很平凡 但也很伟大,30天前发布
27783,我总见他人的不幸而咏叹，却不曾为自己的残缺而悲哀。我曾经所做的不过是把抱怨当做正义，摆烂当做乐观，对着屏幕痛哭流涕后又伸手上滑寻找心安。。。,30天前发布
27784,这就是不平凡的故事吧，可二舅没有任何怨言，硬生生栓释了命运。,30天前发布
27785,这个视频的收益会以怎样的方式去回报二舅呢[doge],30天前发布
27786,@薄荷味的曼妥思,30天前发布
27787,"二舅是什么？
我不知道。
是逢难后卧在病床苦读的一年医书？
还是台阶前远眺而思的身影？
是三日格物后每日做出的一把把木凳？
还是游街走巷时不算平稳但却依旧有力的步伐？
我不知道，
我只见到他提灯稳步而行的背影。

二舅是什么？
我不知道。
是遭遇不公一路上京的执拗？
还是归来之时笑着说出的“他公平”？
是称赞“北京人搓背不错”的爽朗？
还是沉默着做事被北京人喜爱的务实？
我不知道，
我只见到他提灯直行的身影。

二舅是什么？
我不知道。
是那套人人梦寐以求的嫁妆？
还是那栋几乎付了全款的房子？
是“我只顾得了自己”的拒绝？
还是被修好的锁、被雕上的龙，还有收音机里悠扬的曲调？
我不知道，
我只见到他提灯蹒跚而行的背影。

二舅是什么？
我不知道。
但我看见了，
那盏照亮了一路的灯。",30天前发布
27788,文案是up主写的吗？写作功底深厚！,30天前发布
27789,“遗憾在电影里是主角崛起的前戏，在生活里是让人沉沦的毒药”，平淡又震撼，减少内耗，意义是自己赋予的。,30天前发布
27790,在平凡的深处 也有着不平凡的每个人,30天前发布
27791,简直值得背诵并默写全文！,30天前发布
27792,上一辈人的品格里有太多精华也有太多糟粕，很感谢Up主说出了我想说的话，给了我我想看到的视角,30天前发布
27793,致敬二舅！平凡中生长的力量，觉得二舅是年轻的！,30天前发布
27794,"虽然文案多数都有出处,无所谓",30天前发布
27795,万能的二舅[笑哭],30天前发布
27796,他是如何那么轻易的原谅对他伤害这么深的人呢？,30天前发布
27797,敬所有坚强伟大的灵魂,30天前发布
27798,把一个时代的矛盾沉淀到一个人身上，再带出希望，细节拉满，深刻动人。敬二舅。,30天前发布
27799,今天看见江西秀权朋友圈，还在惊异20万的茶和省涨??时，却被二舅的强悍给抽醒了。,30天前发布
27800,这才是优秀的视频创作者，而不是什么所谓的蹭饭挑战,30天前发布
27801,从知乎上一个问题看完了up主的这个视频，过来一键三连。看完之后感觉到了人生的一种力量，不是伟大的人，但是却体现了人的伟大。,30天前发布
27802,"安静下来一个人思考的时候
时常会觉得懊恼、后悔和遗憾
二舅真的好棒，6688组合也好帅气
人生难免会有遗憾的，但是可以不用懊恼和后悔",30天前发布
27803,前段时间我还想老家开个修理铺，就叫啥都修,30天前发布
27804,你看，二舅总有办法[大哭][大哭][大哭][大哭][大哭],30天前发布
27805,有人腿脚不便，却步履如风[加油],30天前发布
27806,学到了人生,30天前发布
27807,这不是文案，而是一个普通人的传奇,30天前发布
27808,你的姥姥让我想起了我奶奶，她因为肺部感染只能躺床上时候，偷偷藏了把剪刀在床上。后来被大姑发现了。,30天前发布
27809,所以有谁给二舅做一个义肢,30天前发布
27810,"快乐的人，从不回头看。
人生最重要的不是胡一把好牌，而是打好一把烂牌。",30天前发布
27811,人生最大的遗憾，就是一直在遗憾过去的遗憾[大哭],30天前发布
27812,二舅比海明威牛逼。,30天前发布
27813,因为一点小事还半夜emo的我在这做出深刻的自省,30天前发布
27814,没点开前，以为是什么会引流的标题党，看完后，两个币您收好！其他的啥也不说了[奋斗],30天前发布
27815,确实，这世界上第一快乐的人便是对别人不需负责的人吧,30天前发布
27816,解决现代社会长期以来精神内耗问题的方式，原来可以在传统的民族基因与生活中窥视到。,30天前发布
27817,????????,30天前发布
27818,二舅是天才，是学习的天才，更是生活的天才。,30天前发布
27819,二舅是天才，是学习的天才，更是生活的天才。,30天前发布
27820,让人忍不住笑又忍不住哭的文案。平凡普通而又震撼人心的故事，或许这就是普通人的一生，每个努力生活的人都值得尊敬。,30天前发布
27821,平凡地活着,30天前发布
27822,我无法用语言描述，但是我看完就一个感觉太振动人心与人性了,30天前发布
27823,我的言语堆砌不出华丽的词藻，但我只想说：是真的好看,30天前发布
27824,实在是二舅太优秀了，什么优美的辞藻，什么深刻的哲理，什么感人的措辞都可以从二舅身上信手拈来。,30天前发布
27825,以生命谱写赞歌,30天前发布
27826,"明心见性，行止由心。
这是我为自己立下的恪言，也是我摆脱精神内耗后的领悟，up主关于二舅的视频让我看到了一位贯彻了这句恪言的人，肉体的苦痛与生活上的清贫并不能改变精神的广袤，在认清生活的真实之后依旧热爱生活，是很难不让人敬佩的。
二舅，在我看来是一位与命运作斗争的人，是一位乡村的隐士，也是一位贯彻了自我，完满的人。
看完这个视频，我由衷的感到了我人生修行上的瓶颈，领悟是一回事，真正能做到又是另一回事，向二舅学习，希望有朝一日能够做到真正掌控自己的内心吧。",30天前发布
27827,“生死之间何苦再要隔上个老病呢”这句话太扎眼了[大哭],30天前发布
27828,想起了老爸,30天前发布
27829,可惜这种超常的人没有机会实现自身更高的价值,30天前发布
27830,有时候看过和up做的一样棒的视频 有种心里说不出的感觉 脑中墨水不足想不到什么好的词汇去形容这样一个“普通”的作品 可能是它本就不需要一些言语再去给它增添什么光彩 通常也不会这样的作品任何的转发点赞 点赞去支持作品却又觉得不足以表达对它的肯定 所幸就多看几遍 up视频做的真好,30天前发布
27831,我真的好为二舅可惜，不知道为啥我看到说二舅能修那么多的东西的时候我哭到不能自已。,30天前发布
27832,好喜欢这种风格啊啊啊啊啊,30天前发布
27833,敬二舅,30天前发布
27834,"这个世界上第一快乐的人，是不需要对别人负责的人。
第二快乐的人，就是从不回头看的人。",30天前发布
27835,敬二舅！,30天前发布
27836,Can’t get it,30天前发布
27837,跨过苦难 没有什么比向前看最重要的了,30天前发布
27838,果然，艺术源于生活,30天前发布
27839,想说些什么，却又不知从何说起……,30天前发布
27840,我是内耗严重的人，看完之后，很佩服，但无法从中获取动力[tv_委屈],30天前发布
27841,这视频就像一首赞歌，赞扬每位热爱生活的人。,30天前发布
27842,“让小孩将来孝顺自己的最好方法就是默默孝顺自己的父母，小孩是小，不是瞎”,30天前发布
27843,在办公室看视频没敢开声音，却还是眼眶有点湿润。我家的情况又和二舅多多少少有点相似。17年车祸，家中四口人只有我爸没受伤。我，我弟弟，我母亲，三个人动了手术打了钢钉从鬼门关走了一遭。母亲却还是下肢没有知觉直到今天。那一年家底也掏空了。车祸以后我总是在想，为什么本来好好的一家人会遭遇这样的变故，为什么会变成这样。去年夏天我大学毕业，毅然决然回到了小县城，工资不高5000出头，钱财这玩意身外之物，回到县城也只是希望父母老去的时候可以在身前尽孝。看了二舅的视频，很难受又很受启发，世界上不如意的事情太多太多，与其悲观不如过好每一天。二舅活出了自己的天地，相信你我也可以。感谢二舅，感谢Up。人嘛，开心最重要。,30天前发布
27844,有没有看完之后没有什么感觉的。,30天前发布
27845,每个人乡下的亲戚里或许都有一个二舅，看着命途多舛，却又自强不息。小时候我们也曾听大人们讲他们的遭遇，在大人们唏嘘中，惊讶于他们的日子以后要怎么过，等十几年后在老家见着人家也活的挺好的，不自怨自艾的人总能生活下去！,30天前发布
27846,太励志了！！！！！！,30天前发布
27847,真的太棒了,30天前发布
27848,妈的B站就应该是多做这样的高质量视频而不是不要笑挑战,30天前发布
27849,另一种活着,30天前发布
27850,我身体健康，家庭幸福，求学路上不可谓不幸运。可我看完这个视频不知为何泪流满面，看完第一遍我甚至总结不出我流泪的原因。,30天前发布
27851,up跟评论区全是文豪。。太强了,30天前发布
27852,我又想起了我过世的爷爷和外公[大哭],30天前发布
27853,浩哥胖了一大圈,30天前发布
27854,想到高晓松说过的他二叔的故事…大时代下个人的小时代，造化弄人啊！,30天前发布
27855,你靠二舅获得了播放量、关注度，有没有把收益分给二舅一些[脱单doge] 你曝光二舅的故事、形象，有没有知会过二舅,30天前发布
27856,心里五味杂陈，边看边哭，哭中还带着苦涩的笑。瞬间觉得自己所谓的难，所谓的苦，所谓的烦都不叫事。祝二舅生活越来越好！越来越开心[给心心],30天前发布
27857,自私的说一句别直播，怕金钱把本来的美好冲的七零八落。,30天前发布
27858,真心讲，可以拍一部电影了,30天前发布
27859,他是谁？[思考],30天前发布
27860,伟大的平凡人生,30天前发布
27861,希望能看到未删减的完整版更加传奇,30天前发布
27862,看哭了,30天前发布
27863,太感人了！为啥不拍成电影或者电视剧啊！,30天前发布
27864,就像说孩子，她只是小，又不是瞎。二舅呢，只是腿脚有缺陷，心智不知比大家健全多少呢！简直就是天才！从这个角度来讲，他不算拿到一手烂牌，而是挺好的牌！,30天前发布
27865,遗憾在电影里是主角崛起的前戏   在生活里是让人沉沦的毒药,30天前发布
27866,其实有好多这样平凡又努力的人，在底层努力的挣扎着，奋斗着，他们本该拥有更好的生活，而现实给不了。,30天前发布
27867,昨天早上看的时候，已经10w投币了，当时觉得唐老师这次视频太成功了，太火了，过了一天多来看160w投币....,30天前发布
27868,忍不住投币，给二舅买点好的吧??,30天前发布
27869,"上一辈人都会魔法吧，跟我爸一样一样的
木工，啥都会修，是真的啥都会修",30天前发布
27870,感觉不论怎么评论都晓得自己太肤浅,30天前发布
27871,跟当年读活着的时候的感受一样，久久不能忘怀。,30天前发布
27872,那个年代，医疗水平落后，别说是赤脚医生，正规的医院也有很多致残的，我妈就是在当时我们镇上的卫生院，没看好致残的。,30天前发布
27873,唉，二舅这么优秀，这么优秀，确也这么艰难，到底哪里出了问题呢,30天前发布
27874,@Gloria游,30天前发布
27875,"看完泪流满面 真的敬佩二舅！
视频的文案也让我印象深刻 发人省醒 久久不能平静 特别是那两句关于快乐的人和遗憾的叙述。
“这个世界上第一快乐的人是不需要对别人负责的人，第二快乐的人就是从不回头看的人。
遗憾谁没有呢，人都是往往快死的时候才发现人生最大的遗憾就是一直在遗憾过去的遗憾。
遗憾在电影里是主角崛起的前戏，而在生活里是让人沉沦的毒药。都说人生最重要的不是胡一手好牌，而是打好这手烂牌，二舅这把烂牌，打的是真好。”",30天前发布
27876,真的太好了，昨天看到泪流满面，我想在二舅躺在床上的那一年他就把人生已经想明白了。我自以为抛弃一切出家，了却红尘是相对容易的，看透一切苦难依然能热爱生活才是最难的。,30天前发布
27877,我也要学着放下心里所谓的遗憾了。谢谢二舅，谢谢up,30天前发布
27878,诶，中国式家长，我爸妈每次都说你结婚，我说没钱，父母：你结婚自然就有钱,30天前发布
27879,平凡，美好，强悍,30天前发布
27880,微博看哭着过来的[委屈][委屈]致敬二舅,30天前发布
27881,@卑微-阿琳 好感动,30天前发布
27882,二舅是很好很好的人。,30天前发布
27883,平凡但却高贵的人格 绝了,30天前发布
27884,希望有越来越多的如此优秀的视频！,30天前发布
27885,最后几句话出来的时候我眼泪刷就出来了，直击内心。最近几年经常性精神内耗，快速发展的社会，各种内卷的情况，有时候真的在想，人生到底是为了什么，这样子下去真的是自己想要的人生吗？并不是，所以现在的我也想真心诚意地过好自己的人生，不想再错过生活中的美好和自己在乎的人事物。致敬二舅![加油],30天前发布
27886,是金子在哪里都会发光的,30天前发布
27887,@鹿野森奈,30天前发布
27888,有没有字幕的全篇啊，想读,30天前发布
27889,下定决心 不怕牺牲 排除万难 去争取胜利,30天前发布
27890,“平凡、美好、强悍”,30天前发布
27891,作者是二舅的什么亲戚？,30天前发布
27892,笑着哭了，哭着笑了，这就是人生吧。,30天前发布
27893,这是真的卧龙啊,30天前发布
27894,时运不济，命途多舛,30天前发布
27895,最开始是可惜，天妒英才，二舅该有个多么多么灿烂的人生呢。可是没有假设和如果，二舅也不会在乎我口中的假设，他有自己的态度。,30天前发布
27896,造化弄人,30天前发布
27897,我真的想手动艾特感动中国[打call][打call][打call],30天前发布
27898,很打动人  我有被鼓舞到[委屈][委屈],30天前发布
27899,尊敬这样的生活方式，但自己还是不会选择这么做。,30天前发布
27900,好,30天前发布
27901,"老一辈人的苦中作乐[支持]
这才是中国人该有的工匠精神[抱拳]",30天前发布
27902,想到了我妈妈，也是可以读书，但是却没有机会,30天前发布
27903,《白鹿原》和《活着》已经揭示了我们打不倒的民族精神,30天前发布
27904,生老病死的解读太独特了！被启发！,30天前发布
27905,这是编的文案+拍摄吗，还是真人真事纪录片,30天前发布
27906,UP主，当个导演也没问题，拍的很好！,30天前发布
27907,他很坚强！,30天前发布
27908,加油,30天前发布
27909,期待能看到你拍的电影,30天前发布
27910,作者看看抖音，在转载你的视频,30天前发布
27911,敬二舅,30天前发布
27912,二舅有一种令人信服的力量但毫不自知 这反而让我更惭愧了,30天前发布
27913,这个工具箱是我没想到的！！！[哦呼][哦呼][哦呼],30天前发布
27914,牛比。,30天前发布
27915,苦难不值得被歌颂，它值得被突破，被碾碎，被进取。焦虑痛苦真的不值得沉沦，即使它们常伴身边，但值得我们奔赴的是所爱的事物，诸君共勉。,30天前发布
27916,从无“落魄”一说……,30天前发布
27917,谢谢你,30天前发布
27918,大道至简,30天前发布
27919,我家的侄女也叫宁宁，对，就是这个头像。[笑哭],30天前发布
27920,致敬二舅！！！,30天前发布
27921,谢谢你，太久太久没看过这样朴实又处处透露着真诚的文字了。太美了。,30天前发布
27922,他公平[大哭],30天前发布
27923,希望自己也能成为世界上第二快乐的人,30天前发布
27924,"“遗憾在电影里是主角崛起的前戏，在生活里是让人沉沦的毒药”
四肢健全的我却在这个美好的时代表现得畏畏缩缩、自怨自艾，二舅却早已迈开了他的步伐，坚定地走在了他的人生路上…",30天前发布
27925,想到我爷爷，也很厉害哈哈哈50年代就小时候父母离婚，父亲赌博没饭吃，去河边抓螃蟹啥的卖钱，没上过学，学习能力很强，在单位偷开单位的车，自己把车学会了（把墙撞烂了）哈哈哈但是很有勇气抓机遇啊，在他老家好多人都叫他师傅，当了很久的司机（也还算好工作）哈哈真的很牛我才教爷爷玩黄金矿工我当时最多10关他直接打了60关，还有他实践能力也超级强看了菜谱就承担了我家14年的厨房工具人（做菜超好吃哈哈哈我们同学都喜欢来我家吃饭），虽然以前原生条件很苦，也没有受教育的机会，但通自己的努力现在老年生活很悠闲哈哈哈[热词系列_好耶],30天前发布
