index,comments,time
2246,这是几年来短视频爆火后我看过的最长的视频，很棒的二舅，视频作者也没有必要向任何人解释其中的质疑。知我者谓我心忧，不知我者谓我何求[doge],28天前发布
2247,春春的消愁,28天前发布
2248,@鲨鱼编外对象,28天前发布
2249,阅读理解考的还是少了[藏狐],28天前发布
2250,敬二舅[给心心],28天前发布
2251,全文真的都很真实，看着就能联想到自己的父亲，爷爷那一辈人的人生,28天前发布
2252,up主属实是哗舅取宠了，我不知道这些人对一个遭遇了如此多苦难的人，或者说整个农村几千年都是这样活过来熬过来的底层群体，在“敬佩”什么，充满了一种城市小资的猎奇和怜悯。,28天前发布
2253,你能怎样？,28天前发布
2254,我希望我们都是第二快乐的人,28天前发布
2255,热搜看到了[大哭]但对这种鸡汤不感兴趣 首页看到点进来看哭了 谢谢,28天前发布
2256,"因为疫情居家隔离十几天，刷到二舅视频的帖子
直到今天才看，没哭但很震撼，无以言表二舅是个战士！
敬二舅敬倔强且怀抱希望努力活着的大家",28天前发布
2257,敬佩的是二舅在苦难下的优雅，而不是苦难本身。,28天前发布
2258,苦难就是苦难，不能去赞美不能去宽慰更不能去歌颂。不如想办法赚钱，去追求更好的生活，去消除苦难。二舅这一生遇到困难不断去想办法解决的的精神才是值得被歌颂的。,28天前发布
2259,For 二舅,28天前发布
2260,三天涨了一百万粉捏,28天前发布
2261,苦难是要被消灭的，苦难不是需要被歌颂的.,28天前发布
2262,笑嘻了,28天前发布
2263,你的二舅本可以不过上如此穷苦的生活，却不得不苦了一辈子，这笔账该给谁算！,28天前发布
2264,涨粉好快哦，前几天关注我还是前一百万粉[给心心],28天前发布
2265,为什么二舅还这么悲惨，是他不够努力吗？,28天前发布
2266,可是，复生，我们还没有孩子,28天前发布
2267,跟阿甘正传差不多吧，看看就行，别共情之类的了,28天前发布
2268,拍的真好,28天前发布
2269,@霍高冷,28天前发布
2270,建议入选语文课本,28天前发布
2271,我们都是星辰的尘埃,28天前发布
2272,呗,28天前发布
2273,脚坏了，又不是脑子不好了，为什么不继续读书？都能克服困难成为木匠，为什么不能克服困难继续读书？,28天前发布
2274,敬二舅,28天前发布
2275,天才永远是天才,28天前发布
2276,想起了我爷爷[委屈],28天前发布
2277,武训治好了我的精神内耗,28天前发布
2278,这鸡汤啊，十分的珍贵，应该让同志们先喝。,28天前发布
2279,看了之后非常开心，有种丰收的喜悦，感觉浑身充满了力量,28天前发布
2280,敬二舅,28天前发布
2281,二舅是把自己的每一天都过得那么踏踏实实，坚定而浪漫,28天前发布
2282,@储赢,28天前发布
2283,预测以后是圣经,28天前发布
2284,王娇我爱你，我会一直等你的！,28天前发布
2285,热搜了好几天，由于本人泪点太低，怕哭，一直没看！但今天还是没忍住看了，没哭哦[妙啊]！文案幽默风趣，真实！那么艰难的条件，二舅活出了自己精彩的一条路，我们也要努力生活呀！拒绝emo！希望自己也庄重自强越来越好！我亲爱的朋友们，所有我爱的，爱我的人们都能好好的，顺顺利利～,28天前发布
2286,伟大的渺小,28天前发布
2287,老病是上天给人们的怜悯[大哭],28天前发布
2288,真的看哭了[大哭],28天前发布
2289,今天已经登了《china daily》啦,28天前发布
2290,"年少有为
年老有为",28天前发布
2291,每一个人的人生都是一本书，只是“二舅”的格外醇厚，强悍又坚韧,28天前发布
2292,人生的意义跟价值不单单只用金钱和权利来衡量，在自己所能接触到的领域，帮助外界来临的困难，以一己之力去维护整一个圈子的平衡发展，命运弄人，只希望二舅下辈子不用再这么苦了,28天前发布
2293,感谢UP主在这个炎炎夏日的下午送来如此诙谐轻松的视频短片，很久没在B站看到这么高质量的短片了,28天前发布
2294,看哭了,28天前发布
2295,请让二舅自己接受采访，因为我们认可的是二舅自身的精神，而不是你这部影片。二舅本身就是独立存在的个体，而不仅仅是你这部影片的附属品或者甚至于说是你&#34;笔下&#34;的人物。所以请你把二舅真真切切当个&#34;人来尊重，他绝不仅仅是你描述的&#34;符号&#34;。,28天前发布
2296,是的，排除万难，争取胜利；可这“胜利”原指的是什么呢？,28天前发布
2297,网络的传播速度带来了更大的精神内耗,28天前发布
2298,二舅对给他打了4针的郎中表现的是阔达，但大规模被打针打出问题的人，需要的不是阔达！而是追问！为什么？！不管是1针、2针、3针，还是4针！,28天前发布
2299,一杯敬过往一杯敬二舅,28天前发布
2300,优秀的人儿[支持],28天前发布
2301,确实很感动，但我已经虚弱到喝不下这类鸡汤了[藏狐],28天前发布
2302,我怕了,28天前发布
2303,《骆驼祥子》中写到：雨本来就是不公平的，因为他下在一个没有公平的世界上。他是我们心中不变的信仰，是穿插在历史书中的传奇，是燎原的一颗火星，他叫我们同志，我们视其为神明，不为别的，就如二舅口中的：“他公平！”,28天前发布
2304,艺术啊,28天前发布
2305,怎么不给你二舅说话，全是你自己在说，很难信得过。,28天前发布
2306,可怜的老头，可背后难道不是空巢的现实吗[大哭],28天前发布
2307,人的梦想其实永远都不会消失，大部分人都被生活改变，只有极少数的人可以改变生活，悲观着停滞不前，那是死人的存在方式。可是我们活着，用自己的力量站着，那就不要等别人来安排你的人生，想要的，自己争取吧,28天前发布
2308,这会不会被拍成电视剧[大哭][大哭][大哭],28天前发布
2309,"没有华丽的辞藻，字里行间透露酸甜苦辣，平淡而不乏味，质朴却不庸俗。
终究平凡不平庸。",28天前发布
2310,"转自网友评论；
警惕一下，这个视频带来的群体性舆论共情，本质是一种精神PUA!
它是个专业的团队，在消费主义盛行的时代，打造的迎合年轻人的精神消费品，全片刻意隐去对年轻人“精神内耗”成因的分析，通过上个时代的“二舅”的人生轨迹，给如今的年轻人带来一种“人生共情”，这种共情是条件不对等的、软弱的、虚无的，带着小布尔乔亚的妥协。
很多人被网络情绪有意无意地带入这种共情之后，陷入“我的精神内耗是我不够坚强、不够豁达、不够努力”的思维怪圈，看不清造成群体性精神内耗的真正原因，遇事不看外部环境是否公平，先思考自己是不是能力有问题、是不是不够努力，陷入自我否定、自我反思的地步，这是什么？这是社会性的PUA。
这个视频最有价值的其实是“二舅”在日记里摘抄的这句话:“排除万难，争取胜利”，这是一种斗争术语，那么当代年轻人的斗争对象是谁呢？思考清楚这一点，才能真正消灭精神内耗。",28天前发布
2311,全站投币最多的视频[支持],28天前发布
2312,每个人的周围都有一个二舅，但我们对他们更多是怜悯,28天前发布
2313,"我愿称之为 浓缩版《平凡的世界》
[支持]",28天前发布
2314,第二快乐的人 是从不回头看的人,28天前发布
2315,看视频的时候还没觉得，现在突然发现，想像二舅一样当第二快乐的人真的好难,28天前发布
2316,又看了一遍，看不懂,28天前发布
2317,老实人就得被拿枪指着？,28天前发布
2318,[支持][支持][支持][支持][支持],28天前发布
2319,6,28天前发布
2320,默默看完，不想说话,28天前发布
2321,不普通的人讲述普通人的一生,28天前发布
2322,它们教你要善良，要有奉献精神，要老实，好让它们变着法的使坏,28天前发布
2323,用搞笑的语言描述最悲惨的事，用很酷的语气诉说出最壮丽的人生。,28天前发布
2324,鲁迅：回村三天，祥林嫂治好了我的精神内耗,28天前发布
2325,糊愁过铸过，生不逢爱材,28天前发布
2326,震撼而又惋惜,28天前发布
2327,转自别人的，鲁迅:《回家三天，闰土治好了我的精神内耗》,28天前发布
2328,为什么好多人在偷换逻辑？？up主没有在歌颂苦难啊，up主歌颂的是面对苦难时敢于站起来的勇气啊。,28天前发布
2329,随时进来都有三万+,28天前发布
2330,归根到底，二舅一句，他很好，因为他公平，戳了某些类人生物的肺管子了[呲牙],28天前发布
2331,回理塘三天，顶针告诉我你自己心里有数,28天前发布
2332,[doge],28天前发布
2333,视频数据怎么这么不对劲点赞和投币异常,28天前发布
2334,他们的人生，就是给你们这些人感叹的,28天前发布
2335,哈哈哈哈哈哈哈哈不好评价,28天前发布
2336,敬二舅！,28天前发布
2337,我们都知道问题归根到底是怎么回事，为什么还要骗我们呢,28天前发布
2338,"最让人动心的是苦难中的高贵，最让人看出高贵之所以高贵的，也是这种高贵。凭着这种高贵，人们可以在生死存亡的边缘上吟诗作赋，可以用自己的一点温暖去化开别人心头的冰雪，继而，可以用屈辱之身去点燃文明的火种。
--余秋雨《山居笔记》
看过二舅微笑的瞬息剪影，这段文字与我而言突然有了具象化的震撼！",28天前发布
2339,虽然我不一定会有这样一个“二舅”，但是我们都是“二韭”。,28天前发布
2340,不是吃苦崇高，也不歌颂苦难，苦难既然在所难免，只能把一地鸡毛淬炼成一地锦绣,28天前发布
2341,即使生活很苦，但也努力为了自己坚强地活着，真的很敬佩,28天前发布
2342,在这里都是称赞      来看其他视频又多是批评亦或反对 [藏狐]   真切看见了人之间的不同呀[笑哭],28天前发布
2343,只觉得可怕，一个积极向上，有天赋肯努力的人却也没有办法摆脱自己悲惨的命运,28天前发布
2344,我一直在思考，人赚不了自己理解知识之外的东西，有时候总有一种错觉我能得到，对不起一个初中生毕业的知识表达的不太清楚,28天前发布
2345,我非常感谢这期视频，它教会了我怎么样活着，怎么样面对大家共同的结局……死亡。我觉得人生根本没有意义 ，不过，真是因为没有意义，我们才要更好的活着。     视频虽然只是一种传递思想薪炎的方式，但是正应如此，这个平凡的方式，深深而快速地传递什么才是真正的人生。每个人其实都是平凡 ，正应如此，我们更应该面对生活。所以，希望你我他在这无意义的人生中，继续走下去。,28天前发布
2346,说的很对,28天前发布
2347,鲁迅：回村三天，闰土治好了我的精神内耗。,28天前发布
2348,和武训传有异曲同工之妙[给心心],28天前发布
2349,《感动印度十大达利特》之首[给心心][给心心][给心心],28天前发布
2350,歌颂苦难是正能量，你要是深究为什么会这么苦那就是负能量了,28天前发布
2351,期待别人的火把照亮自己，不如自己努力打出火花,28天前发布
2352,太励志了吧[大哭][大哭],28天前发布
2353,我们之所以被苦难所震撼，是因为蕴藏在苦难下的力量,28天前发布
2354,没有听见二舅自己的声音，全篇都是旁白呢[捂眼],28天前发布
2355,本来活的就够苦的了，还要这样麻痹自己,28天前发布
2356,这个短片告诉大家，吃亏是福，人要认命，苦难也是另一种浪漫与美好，只要努力日子会越来越好的。好正能量啊，真的被感动了，呜呜呜呜。,28天前发布
2357,这个世界只有一种真正的英雄主义，那就是认清生活的真相并且仍然热爱它,28天前发布
2358,@人人余Sylvia 原来在这儿,28天前发布
2359,为什么我只能投两个币,28天前发布
2360,希望大家都成为二舅,28天前发布
2361,我曾经也有个爱我的二舅……,28天前发布
2362,我看完这个片子了，讲真，二舅之所以能有一个这样反抗命运的故事，是因为他有一技之长，他是天才，他找到了自己的意义和价值。如果他是普通人命运又会怎样？,28天前发布
2363,我只能说，别急,28天前发布
2364,这个视频收益不少吧，二舅本人能拿到多少还是一分都拿不到,28天前发布
2365,人生导师,28天前发布
2366,我很好奇20万的房子男生怎么不出点钱啊！！！,28天前发布
2367,"好文章！好故事！好人物！连听五遍，有难受，有沉思，有敞亮，有欢快！
平凡而富有不幸，伟大而坦然，繁忙快乐的工匠！二舅
我们爱你！
为厉害的作者点贊！看似语言平铺直叙，却简单明了，无一空话；更可贵的是短言短语让人明理开智！
为这文叫好！为这文点赞！",28天前发布
2368,这视频越看越郁闷，满腔怒火,28天前发布
2369,我的回答是：典,28天前发布
2370,回乡三天，闰土治好了我的精神内耗。,28天前发布
2371,突然想起我以前发高烧，也被扎过四针[大哭]，二舅nb,28天前发布
2372,要学会和自己和解啊,28天前发布
2373,苦难就是苦难，没什么值得歌颂的，更不值得去追求,28天前发布
2374,苦难就是苦难,28天前发布
2375,谢谢二舅,28天前发布
2376,[支持],28天前发布
2377,建议改一下标题，这个标题配不上视频内容，更配不上这个热度。精神内耗是治不好的。,28天前发布
2378,你愿意把你视频的一部分收益分给你的二舅吗？,28天前发布
2379,2032年高考小说[脱单doge][脱单doge][脱单doge],28天前发布
2380,太棒啦！看了这个视频我要好好加班！决不抱怨！领导让我干嘛我干嘛！甲方让我干嘛我也不抱怨！这只是小小的苦难罢了，[doge][doge]我要解决精神内耗，好好地成为甲方心目中最棒的自己[doge][doge],28天前发布
2381,绝了一定会是作文素材,28天前发布
2382,反现代的浪漫主义治不了精神内耗，靠说服自我取得的一时安宁何其脆弱，生活的任意余波会立刻将人惊醒，陷入不断循环的焦虑痛苦之中，田园牧歌给不了任何救赎，离开滤镜的真实农村恰似原始丛林，贯彻着真正的社达,28天前发布
2383,这必定会成为高中的作文素材，语文老师们绝对会让学生们去读[鼓掌][鼓掌][鼓掌],28天前发布
2384,北方农村普遍生活,28天前发布
2385,看完《活着》，福贵大爷治好了我的精神内耗。,28天前发布
2386,woc我二舅也是腿有问题，小时候医生打针打错地方了，真的好巧，但是现在发展挺好的做起了电商，只能说人各有志,28天前发布
2387,视频里的二舅更像是十字架上的耶稣  虽然痛苦缠身但是一句话也不能说 而代替他说出痛苦是伟大的是那个教皇般的侄子  他掌握了绝对的话语权 用一种极为华丽的方式去蒙蔽苦难为缺乏苦难的众人展现出虚假的美好,28天前发布
2388,命中注定 二舅是村子的守护神,28天前发布
2389,《骆驼祥子之平行世界》：祥子最后释然了，找到了属于自己的生活方式，继续积极向上的给人拉车。解决了我的精神内耗,28天前发布
2390,一点都不感动，只有唏嘘和愤怒。,28天前发布
2391,这种视频不就放出来洗脑的吗……,28天前发布
2392,"世界上有些人因为忙而感到生活的沉重，也有些人因为闲而活得压抑。人啊，都有自己一本难念的经；可是不同处境的人又很难理解别人的苦处。——路遥《平凡的世界》
人活一世，就在于自己给自己附加责任与价值。苦难永不值得歌颂，唯有快乐才是真实的永恒。",28天前发布
2393,太棒啦，我要看一万遍,28天前发布
2394,或许就是那几针，造就了你二舅，或许没那几针，也许活着也许…,28天前发布
2395,中国散文集《我的二舅》,28天前发布
2396,他说他自己快乐，你就真的认为他不会有更美好的快乐?你就不把他从沼泽救出来?你不救就算了，你在这歌颂沼泽?你什么人啊,28天前发布
2397,庄静自强？光头在坟里都笑醒,28天前发布
2398,卧槽真滴牛逼up直接涨粉100w一周不到播放量3000多万,28天前发布
2399,二舅在遭受命运的不公后，勇敢的反抗他。,28天前发布
2400,看完感觉不太对，二舅习惯了苦难，接受了苦难，是因为苦难无法避免。我们不想办法把他从苦难的泥潭拉出来，反而在这歌颂他，这样可不行。,28天前发布
2401,可恶，为什么只能投两个币[生气][生气],28天前发布
2402,怎么不管看什么视频，下一个都给转到这里来？？？？？？？？,28天前发布
2403,只有真实的纯粹的语言才能让我们的血液沸腾~~~~,28天前发布
2404,我又重新感觉到了文字的魅力,28天前发布
2405,顶顶,28天前发布
2406,我看了两遍 专门跑来留言的，up牛批,28天前发布
2407,令人感叹,28天前发布
2408,@甜的都是赤藓糖醇 不知道你看过吗,28天前发布
2409,你愿意把你视频的一部分收益分给你的二舅吗？,28天前发布
2410,文案太棒啦！不愧是科普区up，很会讲故事啊！希望以后能看到up更多亲戚的励志故事捏[给心心][给心心][给心心],28天前发布
2411,感谢二舅的一针强心剂，让我加班更踏实了[笑],28天前发布
2412,成功只有一个-按照自己的方式，去度过人生。,28天前发布
2413,永远不要歌颂苦难,28天前发布
2414,越看越不对劲，这就相当于一个陷入沼泽却不自知的人，他认为自己快乐，然而你看见他在沼泽，一直感叹他多么伟大，一边感叹大自然的优胜劣汰，美其名曰“治好内耗”，能不能做点实事?,28天前发布
2415,我靠三千万播放量了，我看的时候播放量很少,28天前发布
2416,看完后创建了个收藏夹，名叫向阳生，和我微信名字一样，我可能找到了真正含义吧,28天前发布
2417,我看完精神更内耗了，这能治愈谁呢？他应该过得更好才对。,28天前发布
2418,中国阿甘,28天前发布
2419,敬二舅,28天前发布
2420,二舅虽然拥有无比强大的内心，但他本不该有这样的命运[难过],28天前发布
2421,时代变了，但境遇没变,28天前发布
2422,@想想狐狸会怎么办捏,28天前发布
2423,在乡下见过太多了，过的很辛苦,28天前发布
2424,谁来治好二舅的精神内耗？,28天前发布
2425,拍的很好,28天前发布
2426,永远不要歌颂苦难,28天前发布
2427,22世纪版 活着,28天前发布
2428,怎么胜利了？对谁的胜利？,28天前发布
2429,太强大了，我的祖国,28天前发布
2430,像一部三十年前的小说，平淡但很有味道,28天前发布
2431,已超3000万播放量了,28天前发布
2432,做好自己就是胜利,28天前发布
2433,因为生活中一直遇到很多的困难很多的坎坷很多的命运不公，我总是想问，为什么是我，凭什么是我，看完这个视频，我想开了，既然发生了，那就接受吧，努力的和不公的命运抗争，努力和自己抗争,28天前发布
2434,很难不思考视频的受众是擅长共情的多一些还是能够自省的多一些，但都没用，劝人接受现状能产生的改变还比不上从出生就带来的差距。,28天前发布
2435,关于这个视频的其他开始了,28天前发布
2436,似庄子笔下的真人。,28天前发布
2437,解决把苦难加到别人头上的庸医才是最重要的事,28天前发布
2438,像冯骥才写的，二舅是个真正的俗世奇人,28天前发布
2439,人生而如蚁而美如神,28天前发布
2440,不管怎么说，当小三都不是一件光彩的事吧,28天前发布
2441,今年年底如果评选最佳视频，我愿称二舅为最强！！！[小电视_赞][小电视_赞][小电视_赞],28天前发布
2442,虽说仁者见仁，智者见智，但还是致敬二舅的平凡与伟大。,28天前发布
2443,第一年躺在床上学医，第二年坐在门口看天空，第三年学了木匠。聊聊几句话，说出的却是一个少年一千多个日夜无人诉说[大哭]的苦与难,28天前发布
2444,鲁迅：回家三天，闰土治愈了我的精神内耗,28天前发布
2445,b站真是个宝藏，不一定总发现宝贝，但一定能发现宝贝。这个视频就是。,28天前发布
2446,?_?,28天前发布
2447,敬二舅,28天前发布
2448,二舅，一个平凡的人，一个被生活折磨的痛不欲生的人，可他仍是个即平凡着坚强又平凡着伟大的人。不由想起:&#34;平凡铸就伟大，伟大出自平凡&#34;,28天前发布
2449,这，真他喵的好啊！,28天前发布
2450,精神内耗本身就代表着个人的贫乏以及环境的恶劣，所谓的想要治好精神内耗，无非就是在这种环境中接受外界对你造成的伤害，接受自己处境的恶劣，而不会去对“精神内耗”这一存在本身进行思考，他为什么存在？他的源头在哪？为什么毁灭了无数人的生活的他能够稳稳地坐在那里？,28天前发布
2451,"“我怕它知道只有自己在耕田，就多叫出几个名字去骗它，它听到还有别的牛也在耕田，就不会不高兴，耕田也就起劲啦

------余华《活着》",28天前发布
2452,@菜芽的菜 好牛的文案 好牛的二舅,28天前发布
2453,我想到了俗世奇人,28天前发布
2454,要是没火就好了，哪有现在这么多争议啊[热],28天前发布
2455,有点触动，我一直对很多遗憾都放不下，这好像成了一种枷锁，自己也不努力去改变，不管怎么样还是勇敢乐观的向前走吧,28天前发布
2456,永远不要相信苦难是值得的，苦难就是苦难，苦难不会带来成功，苦难不值得追求，磨练意志是因为苦难无法躲开。,28天前发布
2457,渺小但伟大,28天前发布
2458,魔幻现实,28天前发布
2459,1,28天前发布
2460,太感动了[大哭][加油],28天前发布
2461,3.6万人正在看,28天前发布
2462,不就挺平常的一个人吗....很多人开始自我感动了,28天前发布
2463,现在看来我倒是希望它没火，只是一篇普通的人物传记，只是一些人看一看，哪怕看个热闹图个乐呵，也比现在被流量推上台亮相、被各种的人各式分析的好。[再见],28天前发布
2464,敬二舅,28天前发布
2465,我看到大家说文案精彩，但在简介没有看到,28天前发布
2466,来了,28天前发布
2467,怎么有种鲁迅的文笔,28天前发布
2468,"个人角度总结一下up主想发该视频对观众的希望：看一下我二舅，如今整个社会有多少比我二舅曾经遇到的坎坷多？希望那些条件更好遇到坎坷更少的人，不论是生活还是心态都能比我二舅活的更好。
个人收获：希望我老了以后别人写我的一生一定不能比11分钟少。",28天前发布
2469,多点二舅，越多越好,28天前发布
2470,过来再看一遍,28天前发布
2471,敬二舅,28天前发布
2472,大无语，首页给我推了几次，我本人是不看这类视频的，因此前几次什么高播放量之类吸引的我都直接刷新，然而今天我还是被那541万硬币给吸引了，好奇心驱使我点进去一探究竟，然而看完后说实话我不是很能理解，毕竟社会上还有许多这样平凡努力的人。这些都是以前条件决定的，以前的人们都经历了我们无法全知的苦难，同时也努力着，奋斗着，直到我们现在这个社会，社会是进步的，而视频到底是想表达怎样的一个观点，何必歌颂客观存在的事情？这是在干嘛？打鸡血？自我感动？,28天前发布
2473,第一次看到投币比点赞高的,28天前发布
2474,我想听听二舅的采访，而不是up主一个劲的说你心中的这个人 !,28天前发布
2475,文案中，字字饱含人生、句句直击人心。,28天前发布
2476,人之所以痛苦，是因为在追求错误的东西，而二舅他永远通透，跟着自己的心走，也如路遥所说的，平凡的人也可以过的不平凡[鼓掌],28天前发布
2477,妈呀，在榜几天了!3000+万播放量[哦呼][支持][支持][支持],28天前发布
2478,苦难和辛苦是不一样的，不要在寻找精神药物了,28天前发布
2479,存在银行里的钱取不出来 还好看了二舅的视频 治好了我的精神内耗 虽然存在银行里的钱还是取不出来,28天前发布
2480,@我来当冲浪手,28天前发布
2481,或许，我们的生命中也出现过“二舅”,28天前发布
2482,他公平。,28天前发布
2483,我已经几个月没有给人投币了[热词系列_你币有了],28天前发布
2484,有水平，把平常生活记录的这么好，真的，真的是平常的生活,28天前发布
2485,很喜欢衣戈猜想的一句话: 不想让二舅像祥林嫂一样重复自己的苦难[给心心],28天前发布
2486,真的 刚毅木讷 近仁矣,28天前发布
2487,普通人多舛又坚韧的生活都值得尊敬,28天前发布
2488,太感人了，就那么普通的讲述，却特别引人深思,28天前发布
2489,恐怖的增长速度[哦呼][哦呼],28天前发布
2490,[嘉然2.0_擦汗][嘉然2.0_擦汗][嘉然2.0_擦汗][嘉然2.0_擦汗],28天前发布
2491,二舅如果觉得直播不合适，可以录像做个视频发声，凭什么现在只有某人的一面之词？某人还说把二舅和姥姥【会比较自在的住在某个不会被任何人打扰到的地方】，真是此地无银三百两，我就想问某人不让二舅和姥姥接受采访和外界接触是为了什么！,28天前发布
2492,借走[微笑],28天前发布
2493,笑死，鲁迅：回村三天，闰土/祥林嫂/阿Q/孔乙己治好了我的精神内耗,28天前发布
2494,王家卫的味儿很浓。。没有声色犬马，却比烈酒烈，尤其是关于遗憾的那一段。。,28天前发布
2495,为什么他过得这么苦？,28天前发布
2496,就该这样与世无争，勤劳耕耘，大半辈子积蓄用来首付，舍己为人，无私奉献,28天前发布
2497,平凡的伟大,28天前发布
2498,致敬,28天前发布
2499,这个视频看完，内心久久不能平静，好作品就是这样，值得收藏。,28天前发布
2500,没太看懂,28天前发布
2501,"我希望UP能不忘初心，铭记使命，去创造更多这样苦难人群。
当UP不在书写，而是为了创造的时候，而我希望继承Up意志，也想去书写这些感人至深的篇章
只要有不断的苦难，就能造就无数这样伟大且平凡的人们
下定决心，不怕牺牲，排除万难，争取永远的胜利",28天前发布
2502,乐观何尝不是一种无奈,28天前发布
2503,我尊重二舅，敬仰二舅，但是和二舅一起生活三年也治不好我的内耗,28天前发布
2504,生在世，避免不了磕磕绊绊、酸甜苦辣。也许命运偶尔和你开了个玩笑，但是只要你自己心里不服输、不低头，把自己活成一根钉子，那你就可以克天、克地、克人生。,28天前发布
2505,"苦难无法使人更高贵，反而使人更卑微。所以，旁观者不要去歌颂苦难，而是应该消除苦难。
——毛姆",28天前发布
2506,作者讲讲精神内耗与年轻人失业问题，点赞让他看到,28天前发布
2507,我们都不要遗憾在过去的遗憾了,28天前发布
2508,[点赞][点赞],28天前发布
2509,永远不要相信苦难是值得的，苦难就是苦难，苦难不会带来成功，苦难不值得追求，磨练意志是因为苦难无法躲开,28天前发布
2510,就喜欢起哄，知乎上有人指不定什么成分呢，能不能自己先有一个坚定的观点，用自己的眼光先分析，别总被人指着方向。nnd他们看的资本论指不定还没你多呢，有这功夫多读读书，作好思想准备不比在网上口嗨被有的人当枪使强一百倍[哈欠],28天前发布
2511,那为什么就有终身未娶呢？,28天前发布
2512,然而苦难不值得歌颂 至某些人,28天前发布
2513,想起了我的祖祖，他大概二十岁的时候因为抗日战争一个人从湖北那边到了四川安家，电工，木工，做糖艺，还会算命，都是自己学的，都学的很好，我小时候都好多人找他帮忙算命做工啥的，前几年在山水环绕的小村庄老掉了。,28天前发布
2514,涓滴可成沧海，平凡铸就辉煌[给心心],28天前发布
2515,虽然感动，但是也仅此而已。,28天前发布
2516,《二舅》人生的定性阶段和我的二舅好像啊，我二舅当时也是村里学习很好的学生，但被乡村的赤脚医生打针打残了左腿，导致左腿不在生长，将其永远留在了十六七岁的样子[大哭],28天前发布
2517,看别人的人生，是治不好精神内耗的,28天前发布
2518,我被洗礼了 谢谢,28天前发布
2519,??,28天前发布
2520,[热词表情_哎呦不错哦],28天前发布
2521,当  代  文  豪,28天前发布
2522,我佩服二舅但我也不想成为二舅；我喷周jie～是因为我想成为周jie。,28天前发布
2523,二舅如果没有发生那种事……哎太可惜了,28天前发布
2524,敬二舅,28天前发布
