index,comments,time
40976,他大舅他二舅都是他舅，高桌子低板凳都是木头[doge],31天前发布
40977,《他公平》[2233娘_大哭][2233娘_大哭],31天前发布
40978,前面几分钟我以为就平凡人的普通故事而已，中间进入故事中，最后几分钟升华了，眼泪绷不住了。,31天前发布
40979,如果二舅选择了悲哀的遗憾才是更大的遗憾，二舅抽牌拿到了不好的几张可是把最烂的打的风生水起！,31天前发布
40980,万能的二舅，祝身体健康[福到了],31天前发布
40981,二舅就是个传奇,31天前发布
40982,"“小孩是小，不是瞎”
封神[tv_点赞]",31天前发布
40983,你币有了！[热词系列_你币有了],31天前发布
40984,大爱二舅！很高兴能关注到点拨我人生迷雾的宝藏up～up也真是奇才！[打call],31天前发布
40985,平凡且充实,31天前发布
40986,1,31天前发布
40987,我看看我的地址,31天前发布
40988,up主太逗了,31天前发布
40989,下面有请舅舅讲话[doge],31天前发布
40990,刀,31天前发布
40991,二舅才是地球ol的真正玩家。不被一个意外导致的游戏数值放弃了游戏体验，把游戏内容平等相待，不以某个版本的玩家关系当做一件人生最大的事情，同样的，也只有这样的设计师才能满足所有的玩家。,31天前发布
40992,美丽的人，脱离了低级趣味的人,31天前发布
40993,就冲up这文案我直接关注了,31天前发布
40994,挺有意思的,31天前发布
40995,wubalubadubdub[保卫萝卜_白眼],31天前发布
40996,投币比赞多，第一次见,31天前发布
40997,这个恐怖了，炸翻了,31天前发布
40998,“下定决心，不怕牺牲，排除万难去争取胜利”。我想起罗曼罗兰说世界上只有一种真正的英雄主义，就是认清了生活的真相后还依然热爱它。可能二舅不一定依然对生活热爱，但他从未对生活低头。此致敬礼！,31天前发布
40999,感觉二舅早已经从心所欲，大自在，大自由，了生死，顺其自然，这境界，一般人活一辈子未必到了了，钱越多离的越远。,31天前发布
41000,你这文案，要是在小学课本里，我指定得看好几遍,31天前发布
41001,敬二舅,31天前发布
41002,[热词系列_泪目],31天前发布
41003,@小李子0321,31天前发布
41004,[微笑],31天前发布
41005,有ip属地了,31天前发布
41006,B站的二舅真牛逼,31天前发布
41007,我的大舅和二舅是双胞胎，大舅小时候发高烧，医生说可能快不行了，当时姥姥都准备后事了，后来大舅烧慢慢自己好了。大舅二舅学习都非常好，可惜当时姥姥家穷，只能供一个人上大学，大舅身子弱，大舅便去了大学，二舅去了当兵。后来大舅毕业之后去考公务员去考教师，成绩都是前几名，可是面试每次都没过，二舅在军队考上了军官。现在的大舅虽然工作很普通，命不逢时，但是有儿有女家庭和睦，也算是一种幸福了,31天前发布
41008,感谢up也感谢二舅，愿意把故事讲给我们听,31天前发布
41009,"生活不需要偶像。
生活却需要榜样！",31天前发布
41010,好人，好故事，好文章，谢谢,31天前发布
41011,平凡又伟大,31天前发布
41012,币比赞多[doge],31天前发布
41013,不知道怎么就哭出来了，可能触动了心里的那根弦吧[大哭],31天前发布
41014,首页来的 马上关注了up 这么好的文笔 听多少都不够,31天前发布
41015,牛，我以为我在看电影,31天前发布
41016,温良恭俭，朴拙讷毅，扎根土地，揽月入怀，这是中国式诗意而浪漫的人生态度,31天前发布
41017,这就是灵魂吧,31天前发布
41018,这就是中国最淳朴的人民。不麻烦他人，帮助他人。,31天前发布
41019,这就是中国最淳朴的人民。不麻烦他人，帮助他人。,31天前发布
41020,平凡而又伟大！二舅身上折射出的就是我们中华人民自古以来面对苦难与不幸时，隐忍着前行，与命运抗争，乐观面对一切的精神。,31天前发布
41021,真的好像我爷爷，都是教育生长环境不好被埋没在农村，但依然在村子里多才多艺，发挥自己的价值，在哪都是个能人,31天前发布
41022,太屌了[傲娇]如雷贯耳如沐春风,31天前发布
41023,都好强[支持],31天前发布
41024,ENFP,31天前发布
41025,天妒英才,31天前发布
41026,这二舅真是天才，能在这么多方面都有天赋并且还做得这么好,31天前发布
41027,好强啊，这片子跟我看莫言他们这类型作家小说的感觉是一样的,31天前发布
41028,教二舅拍视频呗，也能挣个零花钱,31天前发布
41029,词穷了  二舅牛逼,31天前发布
41030,猜那个女人是二舅学生时期的好朋友,31天前发布
41031,Poppin可能是说外婆年纪大了手抖脚抖...感觉up主的幽默太高级了，先是让人哑然失笑，然后再让人流泪,31天前发布
41032,我看看我自己,31天前发布
41033,二舅,31天前发布
41034,二舅太绝了,31天前发布
41035,56岁时外公感冒，给医生打了一针脑溢血走了，留下了一家五口。不是所有的医生能救人,31天前发布
41036,你二舅是个骑士,31天前发布
41037,@你在我手心儿里ya,31天前发布
41038,这是我想要的人生,31天前发布
41039,这种人大概是天上下来游历人间，苦难的开局，只是带来一些游戏难度。[抱拳],31天前发布
41040,"这是牛逼人的

心灵手巧都不足以形容他

可惜，可惜。。。",31天前发布
41041,敬佩！敬佩二舅平凡但伟大的人生。up的视频做的很好，语言朴实无华却有深意。,31天前发布
41042,泪流满脸。,31天前发布
41043,建议全文背诵,31天前发布
41044,唐老师好!!!!!!,31天前发布
41045,说着说着，我哭了，哭着哭着，我笑了……人生就是悲与喜，所谓喜极而泣，乐极生悲，作者把我这我的情绪节奏点啊！家家都有一个二舅，人人都是二舅[抱拳],31天前发布
41046,遗憾在电影里是主角崛起的前戏，在生活里是让人沉沦的毒药。写的真好,31天前发布
41047,二舅也同样治好了我的精神内耗,31天前发布
41048,11分钟仿佛看了一部精彩的长电影,31天前发布
41049,第一次投币。,31天前发布
41050,"05:57中国人说生老病死，生死之交何苦要再搁上老病呢，这可不是上天的不仁，而是怜悯。不然我们每个人都在七八十却还康健力壮之年去世，那对这个世界该多么留恋呢？不是更痛苦可？从这个意义上讲，老病是生死之间的必要演习
  07:04可见让小孩孝顺自己的方法是默默孝顺自己的父母，小孩是小，不是瞎。
  10:10人往往都是快死的时候，才发现人生最大的遗憾就是一直在遗憾过去的遗憾。遗憾在电影里是主角崛起的前戏，在生活里是让人沉沦的毒药。

感觉这几句写的好好啊，是那种可以当阅读理解出个题的那种",31天前发布
41051,雾草，这就是天妒英才吧,31天前发布
41052,[脱单doge],31天前发布
41053,ip,31天前发布
41054,谢谢！,31天前发布
41055,看完了，这是为数不多能让我这种心静不下来的人完完整整、没有快进看完的视频呢,31天前发布
41056,绝了绝了[热词系列_三连],31天前发布
41057,听说有IP了,31天前发布
41058,说实话，这个视频可以去参加比赛，让更多的人去看,31天前发布
41059,说实话，这个视频可以去参加比赛，让更多的人去看,31天前发布
41060,让我想起我爷爷。在村里上学的时候也是一直第一，用我奶的话说就是只要自己不是第一就吃不下饭睡不着觉，非得再拿回来。但是因为成分的原因村里上完就没法再上了。他性格也是孤僻的，不擅长交际，但是对于修理东西是一碰就会。他本来也能成为一个拿着退休金的人。,31天前发布
41061,@导演小策,31天前发布
41062,就算苦，生活也还是得继续呀。,31天前发布
41063,好！,31天前发布
41064,二舅的字写的好好,31天前发布
41065,可敬可爱的平凡人,31天前发布
41066,你在鲁迅风格的文案看得我像回到了教室里，回到了润土的西瓜田里[脱单doge],31天前发布
41067,好棒啊，写得真好,31天前发布
41068,为什么我这好几天前就显示ip了,31天前发布
41069,哭的稀里哗啦的，我要这币有什么用,31天前发布
41070,这篇散文该上教材的,31天前发布
41071,我希望这样的故事可以在语文的阅读题看到，甚至在语文课本上看到[doge],31天前发布
41072,up可以分享文案吗，写的太好啦[大哭],31天前发布
41073,@朱颜曼滋y,31天前发布
41074,二舅值得 二舅在你的视频里活的更有价值 你也值得 你也很能发现常人难以的美和意义,31天前发布
41075,他很好，因为他很公平,31天前发布
41076,"有人说：“既然这苦是从负责任而生的，我若是将责任卸却，岂不是就永远没有苦了吗？”这却不然，责任是要解除了才没有，并不是卸了就没有。人生若能永远像两三岁小孩，本来没有责任，那就本来没有苦。到了长成，责任自然压在你的肩头上，如何能躲？不过有大小的分别罢了。尽得大的责任，就得大快乐；尽得小的责任，就得小快乐。你若是要躲，倒是自投苦海，永远不能解除了。
                                                                                                                                                                                                     ————《最苦与最乐》梁启超",31天前发布
41077,那句，“他是全村的梁子”，给我看泪目了[拥抱],31天前发布
41078,在晦暗不明的人生中找到了光亮。这是我看完视频的第一反应。二舅是芸芸众生的一员，受苦受难。但是up的文笔却像有点石成金的魔力，用苦中作乐的姿态描写二舅，几次含泪但是又被峰回路转逗笑，其实我们都是普通人，大可不必用悲悯的视角看众人。,31天前发布
41079,大家都说这是《活着》，我觉得不应该，应该叫《存在》。二舅并不像福贵那样历尽磨难后依然怀有活着的心，二舅用他的行动表示他的存在！,31天前发布
41080,这拍的不比那些破电影好看,31天前发布
41081,B站最伟大的作品,31天前发布
41082,视频版的俗世奇人,31天前发布
41083,被医生治坏，落下这种病，真的很苦，叫天天不应，叫地地不灵，最开始就是自己研究，实际上也好不了，已经走上了这样的路，你怎么知道人家，后悔不后悔，快乐不快乐，羡慕别人，我很讨厌普通人以我们这种人为精神食粮，看得到的地方叫坚强，看不到的地方就是死亡，请不要夸赞我们这种人，也不要自以为理解了我们这种人，请做好你自己的事，因为你还有一个好的身体。,31天前发布
41084,真的有让想起高中阅读理解文章的感觉，但更真实，更可惜，更让人难过也更给人力量。,31天前发布
41085,很幸运今天看到这条视频，感谢作者感谢二舅，从今天开始二舅就是我的偶像。,31天前发布
41086,1,31天前发布
41087,竹杖芒鞋轻胜马，谁怕，一蓑烟雨任平生,31天前发布
41088,看下IP,31天前发布
41089,这个拍的好，明理励志。,31天前发布
41090,太酷了有这样一位全能的舅舅,31天前发布
41091,[支持][支持][支持][支持],31天前发布
41092,太棒了,31天前发布
41093,他好酷[点赞],31天前发布
41094,看了一半也没发现亮点在哪啊,31天前发布
41095,好棒！！！！,31天前发布
41096,平凡的世界，不平凡的人。,31天前发布
41097,也把我治好了,31天前发布
41098,[支持],31天前发布
41099,非常赞的视频,31天前发布
41100,"平平淡淡的普通人。平凡普通的伟大。心灵手巧。
第一快乐的人是不需要对别人快乐的人。
第二快乐的人是不回头看的人。

受教了。感谢二舅这本书。",31天前发布
41101,佩服,31天前发布
41102,敬佩在不凡人生中活出平凡的人,31天前发布
41103,always and forever,31天前发布
41104,弯曲的时候身躯，不弯的是脊梁。,31天前发布
41105,镇站之宝预订,31天前发布
41106,你看这个好棒的视频@青木可立,31天前发布
41107,卑微的伟大,31天前发布
41108,@北子来玩水,31天前发布
41109,他公平,31天前发布
41110,二舅 太酷了[支持],31天前发布
41111,可惜只能投2个币,31天前发布
41112,我的二舅也有了人生的逆袭。,31天前发布
41113,人生就是失去！失去童年 失去爱情 失去青春 失去事业 失去亲人 最后失去我们自己！,31天前发布
41114,我爹小时候也是发烧，村里的医生给打了过量的链霉素导致耳聋,31天前发布
41115,人生海海,31天前发布
41116,平凡地伟大着,31天前发布
41117,这姥姥的脚咋细皮嫩肉的,31天前发布
41118,小孩是小，不是瞎；陈旧的往事已然化成了血痂，揭下罢也就带走了血肉；歪子，没有你我怎么活[大哭],31天前发布
41119,小孩是小，不是瞎；陈旧的往事已然化成了血痂，揭下罢也就带走了血肉；歪子，没有你我怎么活[大哭],31天前发布
41120,平凡又不平凡的人生，穷困又富足的人生，残缺又丰满的人生，总之，令人敬佩的人生！,31天前发布
41121,"哽咽 不知如何表达 词语匮乏
幽默又令人难过 也不知道在难过什么",31天前发布
41122,神仙呀,31天前发布
41123,最高级得感动，就是真诚,31天前发布
41124,他不可怜，我想他应该是幸福的。幸福的人，世上又有几个呢。。,31天前发布
41125,1,31天前发布
41126,带ip地址了诶,31天前发布
41127,@打爆牛涛狗头 能看不，不知多久能看到,31天前发布
41128,@小狗应该也爱吃香菜,31天前发布
41129,致敬,31天前发布
41130,生于平凡，看清平凡，归于平凡！,31天前发布
41131,这才是艺术！[打call],31天前发布
41132,为啥只能投两个币,31天前发布
41133,自愧不如,31天前发布
41134,这视频播放不破500万，我倒立洗头[doge]。还有，敬伟大的平凡人。,31天前发布
41135,我的币是给二舅的,31天前发布
41136,顶好的视频,31天前发布
41137,“下定决心，不怕牺牲，排除万难，去争取胜利”,31天前发布
41138,看完视频，不禁就想起了毛不易的歌无名的人，由唐恬作词，其中有一句歌词致所有顶天立地却平凡普通的。我们生而平凡，只是在努力演好属于我们的剧本。,31天前发布
41139,怪帅的,31天前发布
41140,这十一分钟很受益,31天前发布
41141,这就是榜样，让我们学习的榜样，哪有时间去遗憾，还是要过普通人平凡的生活,31天前发布
41142,关于生老病死的解释震撼了我 从没听说过这样的别样深层含义 很感动 谢谢 我觉得我不会取关你了,31天前发布
41143,【高考加油】【高考加油】【高考加油】,31天前发布
41144,这个文案和叙事，说一声“牛逼”真不过分,31天前发布
41145,"第一快乐：不对他人负责；
第二快乐：不回头看。",31天前发布
41146,读到姥姥那段深有感悟，我表姐的太公当时就是上吊了，因为岁数大了老伴去了，觉得自己没用，我小时候特别爱去他屋子里，因为他屋子里一直都是雪花膏的味道夏天是风油精的味道，屋子收拾的跟他本人一样干净利索，他是个兽医给村子里的??看病的，本人会写书法会画画，我姐的书法和画都是跟他学的，后来村里没人养猪了，老伴去世，我表姐那时候应该还在外地，太孤单了。当我听到去世的消息真的可惜难过了好久，唉,31天前发布
41147,如果有人需要《赤脚医生手册》，咱们可以交流交流[嘟嘟],31天前发布
41148,太好了，泪目,31天前发布
41149,神中神,31天前发布
41150,[热词系列_三连],31天前发布
41151,三连给二舅,31天前发布
41152,谁都想做最快乐的人，但谁又能做到呢。,31天前发布
41153,平凡的伟大,31天前发布
41154,一直以来二舅辛苦了!,31天前发布
41155,很好的视频,31天前发布
41156,二舅真的好厉害[大哭]这个视频好像一部电影了,31天前发布
41157,我悟了,31天前发布
41158,啦啦啦,31天前发布
41159,啦啦啦,31天前发布
41160,二舅这...厉害了,31天前发布
41161,支持！,31天前发布
41162,@阿-郑 这个视频质量超高,31天前发布
41163,一般的视频都是赞比币多，而这个视频币比赞多，它值得,31天前发布
41164,谢谢老师，我明白了不要沉浸在遗憾中，二舅到部队认真干活，不整花里胡哨的那一套，获得大家的尊敬，我要向他学习[给心心],31天前发布
41165,我们老北京的搓背手法非常精妙[滑稽],31天前发布
41166,"二舅的人生平凡且高贵。
在面对这样的人生打击还能找到属于自己的方向，不像我现在这样的大学生虽说读上大学，但是天天迷茫自己方向，也算是这个视频给予自己前进的动力，愿大家都越来越好吧，最后三连给上敬二舅",31天前发布
41167,啦啦啦,31天前发布
41168,太震撼了…不是那种亲眼见到磅礴浩瀚星海后的感觉，而是如同触碰到毫不起眼的石头缝中有着勃勃生机的那种生命力。我就像走在过去与现在时空交叠的某间老屋，伸出手，抬起眼，在某一刻与扎根在时间长河之中的精神产生了共振，头皮发麻，我好像窥见了历史的一页，那一页默默无闻无声，字迹却清晰可见，书写的是一个个走在自己路上，不再遗憾的人。,31天前发布
41169,大概我所期望的，就是这样吧,31天前发布
41170,万般皆是命，半点不由人[委屈],31天前发布
41171,文案的文学性真的很棒，但这种充满现实主义风格，动情的文字的背后永远有一个人间真实的故事作为内核。不（仅）是文案把二舅的人生写成了诗，而是二舅自己把日子过成了语淡情深的诗。特别高兴能看到这些人的经历被世人所知，希望能有越来越多这种对现实的关照的视频和文章做出来。,31天前发布
41172,看一下ip地址,31天前发布
41173,太牛批了,31天前发布
41174,平凡又伟大的一生，这是我追寻的道路,31天前发布
41175,平凡，平凡可贵.,31天前发布
41176,。。,31天前发布
41177,看到这么多人称赞文案，说实在的感觉有点可悲，视频文案是不错，放在我国浩瀚的文海中也只不过是沧海一粟，但凡多读几本书都不会发出这样的感慨，啊文案真好，现在人视频看的太多，而书读的太少了,31天前发布
41178,敬一杯给二舅敬一杯给生活敬一杯给所有对生活迷茫的人,31天前发布
41179,时代的一粒沙，落在个人头上就是一座大山，二舅肩上扛着一座大山在负重前行，负重带来的是疲惫和痛苦，但是相对应的，带来的还有愈发强壮的躯体和心灵，二舅或许并不是唯一，那个时代背景下，会有数不清的二舅，与其沉湎于过去的痛苦，不如抬头往前看，就像岳云鹏的相声里面说过的一句话，我对于那些事不感到痛苦，为什么，因为我没有办法，我依稀记得，奶奶家的乡镇里有个很可爱的老太太，她是我父亲的初中老师，父亲和我说她年轻的时候很漂亮，但是每年高考的那几天，她就生一周病，年年如此，大家都习惯了，直到初中毕业要上高中了，老师把原因告诉了大家，女老师她在读初中的时候，被镇长的儿子看中了要娶她，但是女老师家里也顶住压力让她去读高中，但是家里说了你考上大学你就去读，走的远远的，没考上就回来嫁给镇长儿子，但是女老师的高考录取通知书发到镇里那天被镇长找人给藏起来了，告诉她没收到，女老师也就认命了嫁给了镇长儿子在镇里工作，直到结婚后生完孩子才在家里的一个柜子底下翻到了录取通知书，昏过去以后被镇长儿子送到了医院抢救了过来，后来女老师选择了来镇里的中学教书，就是为了让这些年轻的孩子替她圆梦，也是为这些孩子们保驾护航，就怕镇里的这帮孩子像她一样的遭遇，我小时候父亲还去看她，我没去过，但是父亲和我描述她现在是一个可爱又慈祥的老太太，时代给我们的开局各不相同，给我们的人生际遇也各不相同，改变不了的没必要去纠结，能改变的能我们做的尽力去做，尽人事听天命，成了也好不成也罢，无非几十年，想比整个人类文明亦或是地球的年龄再到宇宙的年龄，沧海一粟，又何必要纠结一些无法解决的问题呢，精力放在能解决的问题上，尽力去做，最坏的结果无非是失败了以后自嘲一句笑两声，人生成败转头空，春风依旧在，几度夕阳红,31天前发布
41180,@一只小憨憨包,31天前发布
41181,人生最大的遗憾，就是在最后才发现，自己一直在为过去的遗憾而遗憾[跪了][跪了][跪了]绝了，向前看,31天前发布
41182,[给心心],31天前发布
41183,现在的二舅也这么卷了嘛[doge]，我就那二舅毛都比不上,31天前发布
41184,[热词系列_三连],31天前发布
41185,@焦糖玛琦朵儿 眼泪是默默留下来的,31天前发布
41186,这个是二舅的传记吗，真的很感人，热评说的平凡而伟大很对?,31天前发布
41187,天行健，君子自强不息,31天前发布
41188,up是不是历史老师，我感觉上过你的网课[微笑][微笑],31天前发布
41189,[热词系列_三连],31天前发布
41190,我看完了多了八千多赞,31天前发布
41191,二舅总有办法。,31天前发布
41192,真厉害,31天前发布
41193,求仁得仁 善莫大焉[保佑],31天前发布
41194,[脱单doge][脱单doge][脱单doge],31天前发布
41195,[大哭][大哭][大哭],31天前发布
41196,生活的真谛,31天前发布
41197,想到一位十年前偶然遇到的医生，自学成医，名气不大，造诣很高，在那个村子里的人都知道他，可村外的人从来没有听说过，因为村外的地方离他有了几十公里，生不逢时的老人最终走时还是说对这个世界无怨无悔，再无遗憾,31天前发布
41198,我觉得这个拍成一部微电影一点也不过分的,31天前发布
41199,卧槽，牛逼，唉，牛逼。[doge],31天前发布
41200,何其浪漫！何其灿烂！,31天前发布
41201,没什么好说的，文案好说的棒,31天前发布
41202,突然觉得，很多事情，有什么大不了的？,31天前发布
41203,看完视频有好多想说的，但又不知道要说什么,31天前发布
41204,UP很棒，二舅牛批,31天前发布
41205,估计是打在坐骨神经上了,31天前发布
41206,看到最后，情不自禁，泪流满面。,31天前发布
41207,@春日轻轨__ @此生要睡zxh,31天前发布
41208,[doge],31天前发布
41209,太牛了,31天前发布
41210,text,31天前发布
41211,关注了，每个人都有自己平凡而又暗含波涛的一生,31天前发布
41212,[奋斗],31天前发布
41213,二舅的腿能治好的。抗生素造成的肌肉挛缩，做松解手术就可以。,31天前发布
41214,这文案，我说秒杀b站99.9999999%的视频，不过分吧？,31天前发布
41215,[给心心],31天前发布
41216,"现实的故事更能触动心扉
遗憾终究是遗憾更多的是向前迈步
或许你多经磨砺但我想说你的故事让我敬佩",31天前发布
41217,感觉这文案都可以拿去当语文阅读了,31天前发布
41218,牛逼,31天前发布
41219,“第二快乐的人，是从不回头看的人。”,31天前发布
41220,人生最大的遗憾是一直在遗憾过去的遗憾，从不回头看看的人第二快乐，我这种普通人真的很难做到不遗憾。,31天前发布
41221,感谢您分享二舅的人生[爱心]愿生活平实而可爱，大家都能在繁忙和悠闲中体悟到祥和宁静自在,31天前发布
41222,很有感触,31天前发布
41223,给二舅点赞,31天前发布
41224,我好像看到了平凡二字在闪耀,31天前发布
41225,"@灼---- 好像看了一个现实的余华的故事
写的真好啊，第二快乐的人就是从不回头看的人
敬二舅——伟大的生活家",31天前发布
41226,平凡又不平凡的一生,31天前发布
41227,非常佩服衣戈的笔力，能够用说明文的手法，刻画一个人物的形神，讲生活和生命的感悟。,31天前发布
41228,真不错令人敬佩,31天前发布
41229,世上只有一种英雄主义，就是在认清生活的真相后依然热爱生活。可能就是对老爷爷的写照吧。挫折没有折断他的脊梁，苦难没有磨灭对生活的热爱，只是向上走。,31天前发布
41230,平凡而又伟大，谦卑却不自卑[星星眼][星星眼],31天前发布
41231,其实你可能觉得二舅当初失去学习的机会很可惜，认为他的结局不该如此，可是当一个人拥有才能的时候他不管位居何处都能创造一个属于他的天地，找到自己的位置，他现在不也是全村的希望吗？个人见解，勿喷,31天前发布
41232,哇,31天前发布
41233,我也想要个这样的舅舅,31天前发布
41234,永远排除万难，一定会取得最终胜利,31天前发布
41235,年度最佳 没有之一,31天前发布
41236,你是我第一个四连,31天前发布
41237,一个视频让我明白了什么是“悟已往之不谏，知来者之可追，实迷途其未远，觉今是而昨非”[保卫萝卜_哭哭],31天前发布
41238,好强,31天前发布
41239,我也有一位二舅，小时候待我可好，总喜欢用满是茧子的手，和胡子拉碴的脸来蹭我，前两年中风瘫床上了，以前精明能干的庄稼汉变成了见人就掉眼泪的小老头，二舅自暴自弃，亲戚也逐渐厌烦了二舅。农村人的生活只有家长里短，柴米油盐。,31天前发布
41240,我爸也是什么都会修，什么都会做。这好像是80年代家里长子的必备,31天前发布
41241,确实搓的舒服,31天前发布
41242,二舅路遇那个打针的医生仅仅笑骂两句带过，这是何等胸怀！,31天前发布
41243,我相信，这位姥姥也是十分平凡却也极其伟大,31天前发布
41244,《如龙-1:二舅》,31天前发布
41245,这本事是一副好牌，天赋异禀，却不能接受缺陷而拒绝上学，年轻时候的上学机遇没把握住，是命。,31天前发布
41246,就是这样 就是这样,31天前发布
41247,俗世奇人……,31天前发布
41248,下一期做做树先生？,31天前发布
41249,房子漂亮,31天前发布
41250,做的很棒,31天前发布
41251,受教了,31天前发布
41252,二舅跟导师一样，那种品质，那种精神！我愿意做最高级的评价，二舅是跟导师一样，一个普通的人！,31天前发布
41253,二舅真好啊,31天前发布
41254,不遺憾過去的遺憾，總此一生，遺憾過分龐大。,31天前发布
41255,“他公平”,31天前发布
41256,给你我的眼泪 它不要钱,31天前发布
41257,做不了第一快乐的人，还可以做第二快乐的人[打call],31天前发布
41258,居然开发ip显示,31天前发布
41259,居然开发ip显示,31天前发布
41260,我爷爷也是，以前读书的时候次次年级第一，但是因为加了没钱就没继续读下去了，当时的思想就是读书没用，不如早点出去挣钱，也会做木工，现在60多了还在做辗米机挣钱[初音未来_委屈],31天前发布
41261,谢谢，最近站在人生的岔口，很焦虑，有家回不去，想留留不下来，无限懊悔学生时代的荒废，放不下傲气，恐惧于未来，六神无主，终日患得患失，看完感到了一些慰藉。慢慢来吧，努努力……,31天前发布
41262,san lian,31天前发布
41263,敬二舅[奶茶干杯],31天前发布
41264,看完之后太震撼了。,31天前发布
41265,哈哈哈,31天前发布
41266,二舅绝对是个有人格魅力的人,31天前发布
41267,《人生》,31天前发布
41268,厉害的叔叔[小电视_赞],31天前发布
41269,嗯 喜欢,31天前发布
41270,"下定决心，不怕牺牲，排除万难，争取胜利
这是我小时候姥姥经常给我念叨的话，我却没能做到",31天前发布
41271,可惜他生不逢时,31天前发布
41272,从这个视频看到了人生，人的一生，不过如此，所谓富贵穷通，莫非命也。,31天前发布
41273,二舅绝对是天生的天才 他没有读上高中 没有考大学 但是在村子里他花了3年走出来 并乐于助人 帮助人修理 领养的宁宁大姐 小时候经历两个家庭 被骂没礼貌 现在成了村里最孝顺的孩子 和老公给二舅买了那么多吃的 可能当时二舅去上学生活会不一样 但是二舅可能不会这么想之前要是这么做该多好 他可能喜欢现在的状态吧 如果二舅再来一次选择 他还会选择这充满悲惨但是有点浪漫的人生,31天前发布
41274,人生,31天前发布
41275,瑞思拜,31天前发布
41276,给我看哭了，真心佩服二舅这样身残志坚持续高能量的输出的人。自愧于自己一个四肢上过大学的人，走在35岁的路口只想自暴自弃的躺平。[跪了],31天前发布
41277,我们注定成为不了视频中的二舅，我们大都是普通人，即使有相对于他多的机会，但是放到现在这个背景下，我们大多数也都是普通人,31天前发布
41278,敬二舅，礼三连。,31天前发布
41279,不管是你的二舅，还是这种拍摄叙事的手法，都值得我品咂。,31天前发布
41280,有IP属地了[星星眼],31天前发布
41281,这文笔，好润啊[星星眼]平静的说这一个精彩的故事。娓娓道来,31天前发布
41282,文案写的很好啊,31天前发布
41283,三连了,31天前发布
41284,真正的英雄，是那些看清了生活的真相却依然热爱生活的人。——罗曼.罗兰,31天前发布
41285,有一种感觉，中国版的阿甘,31天前发布
