index,comments,time
10076,真的，其实我们可以多走进平凡的乡村看一看，每次回到老家，沉静祥和充满生活的希望与力量的烟火气，总是能让人对这个世界通透。,29天前发布
10077,你,29天前发布
10078,在另一个世界里的二舅一定过着很好的的生活,29天前发布
10079,在另一个世界里的二舅一定过着很好的的生活,29天前发布
10080,敬二舅,29天前发布
10081,视频版《活着》，昨天看完，结尾令人动容。我不想说感动，看他的人生，你就知道这个词有了从未有过的居高临下。,29天前发布
10082,有人看苦难，有人看强悍，不用互相找理解哈,29天前发布
10083,没想到2022年了还能看到有视频博主提到树先生,29天前发布
10084,哇[大哭],29天前发布
10085,7月27日15:38还有8.7w人在看，其实每一个爷爷奶奶都有传奇的故事，曾经的我也会在星夜看着星空，问当年爷爷奶奶的故事，但是现在的我们，为生活忙碌着，似乎少了很多交流了。。,29天前发布
10086,[妙啊],29天前发布
10087,难道是让我们这些已经背负了很大压力的年轻人学学二舅，保持乐观，觉得自己还没那么惨，让我们千万别躺平？,29天前发布
10088,真的看哭了，哪有这么多遗憾，不过是对过去自己的怨怼罢了。排除万难坚定不移！,29天前发布
10089,@Delilah张张子,29天前发布
10090,"好喜欢视频中的一句话
第一快乐的人是不需要对别人负责的人，第二快乐的人是从不回头看的人。
确确实实是这样子",29天前发布
10091,要么活成树先生，要么活成二舅吧[抱拳],29天前发布
10092,昨天900万播放今天就2000多万了,29天前发布
10093,up主，抖音哪个账号是你的，感觉都是冒充的感觉,29天前发布
10094,“生活就像是巧克力，你永远不知道下一块是什么味道”,29天前发布
10095,太感动了，感觉得反复看。,29天前发布
10096,不行我得睡会，要不然心中的淤泥会压的我喘不过气。,29天前发布
10097,虽然不知道为什么这个视频这么火，但翻了一下之前的视频，感觉也都很喜欢，于是关注了,29天前发布
10098,致敬二舅，学习二舅的精神,29天前发布
10099,好的作品太少了，但好的作品没有人会吝啬自己的赞赏，看看这涨粉速度，播放量，增长速度,29天前发布
10100,敬二舅,29天前发布
10101,敬二舅,29天前发布
10102,必进入站必刷视频！！应该让更多人看见,29天前发布
10103,有人说二舅是平凡的，我觉得一点也不平凡，我认为有不少人初中不会考全校第一，木工活看三天也学不会??,29天前发布
10104,上天都在嫉妒二舅,29天前发布
10105,看不下去,29天前发布
10106,当代《活着》,29天前发布
10107,二舅的故事与力量，是专囿于个人的。这种力量值得尊敬，但毕竟是个体的，也就是有概率的。但他和他的故事能存在，得说我们七十多年的历史也是“庄敬”的，尽管历史背面斑驳错杂。个人视角可以汲取力量，“干了这碗鸡汤，干翻这个世界”，历史视角可以抚慰伤疤，与历史和解。,29天前发布
10108,大家的精神内耗好一些了吗,29天前发布
10109,我上一次看到有视频中文案这种感觉的文章叫《活着》,29天前发布
10110,"读完了二舅，内心久久不能平静。似乎有什么感受的时候，身后的兄弟问了句：”你咋不打游戏了？“
steam，启动！",29天前发布
10111,天才也抵不过平凡的岁月流逝,29天前发布
10112,觉得遗憾的只是我们，二舅可是第二快乐的人啊,29天前发布
10113,二舅歪曲的身体，却用眼睛俯视看这个世界。,29天前发布
10114,一个幸运的人对一个不幸者的愧怍。,29天前发布
10115,每个人的一生都是不平凡的，都是伟大的一生。,29天前发布
10116,这算是 寻根文学吗？,29天前发布
10117,昨天还700万播放呢 [哦呼],29天前发布
10118,有点消费二舅了,29天前发布
10119,这个世界上第一快乐的人，是不需要对别人负责的人。第二快乐的人，就是从不回头看的人。,29天前发布
10120,就这样又过了三十年 乏善可陈 是的 普通人的生活就是这样,29天前发布
10121,好快的涨粉,29天前发布
10122,结尾的音乐真的太燃了，对抗命运的力量，和坚定的信念！,29天前发布
10123,二舅绝顶聪明，要是上学成就不可限量,29天前发布
10124,二舅代表了一个时代 一个艰苦的时代一个踏实肯干的时代 正是这个时代这样的人给了我们这一代逐梦的权利 感谢二舅们 也希望我们这一代不要摒弃这种踏实肯干的精神,29天前发布
10125,他公平,29天前发布
10126,加油加油．,29天前发布
10127,"转:这是可以进课本的文章，他发在了这里。
这里不是课本，但写满了各式人生。这里的色彩很好。",29天前发布
10128,"其实看完之后 你会发现童年或者小时候有很多
像“二舅”这样的人 回想一下 当时还不理解他们的行为和做事风格 现在自己长大了 看看自己反而迷茫了 原来不理解的事情 或许就在自己身上发生着......",29天前发布
10129,8.9万正在看。。。,29天前发布
10130,，，，大概是发烧用的安乃近打多了？,29天前发布
10131,怎么，怎么，怎么三天不到就爆火了？,29天前发布
10132,二舅就是这个村子的神,29天前发布
10133,"人生海海，山山而川，不过尔尔。

看见具体的风景，做具体的事，爱具体的人。",29天前发布
10134,看哭了,29天前发布
10135,想起了我的舅舅一样,29天前发布
10136,希望普通人不要去讴歌别人的苦难，不要靠别人的苦难自我感动,29天前发布
10137,无论是二舅自己靠生活谱写的人生，还是up文案下的二舅的人生都像极了一篇普通人写下的不普通的诗篇,29天前发布
10138,致敬,29天前发布
10139,二舅花费三天学会了木工，我费三天只能学会电摇[doge][微笑],29天前发布
10140,好感动,29天前发布
10141,哀而不伤。,29天前发布
10142,二舅太酷了,29天前发布
10143,镇站之宝,29天前发布
10144,虽然才二十几岁 却经常为了口中的所谓的遗憾耿耿于怀 看了二舅的视频 以后我也要做一个第二快乐的人 不沉沦 不回头 不留恋 向前看,29天前发布
10145,文案写的挺好，要是发表在《意林》《读者》又是一篇大火的文章,29天前发布
10146,人们总容易抱怨时机不对，总悔恨自己的选择有误，总遗憾自己不够幸运，总质问上天的不公。风可以吹走一张纸，但吹不走一只蝴蝶，生命的力量在于不服从，以自己的力量，去拼自己的胜利！,29天前发布
10147,他二舅说，你们这些长篇大论的人都在精神内耗。,29天前发布
10148,庸医害人呀[来古-注意],29天前发布
10149,他公平,29天前发布
10150,三连支持，非常棒[打call],29天前发布
10151,他公平,29天前发布
10152,“虽然在世俗上，二舅一事无成。但在我看来，二舅是人中龙凤”还是觉得遗憾和可惜,29天前发布
10153,我见过播放量长得最快的视频,29天前发布
10154,真的爆火了   之前看才100多万播放量 今天一看2000多了,29天前发布
10155,致敬人生,29天前发布
10156,那就简单说声好吧，我们的生活,29天前发布
10157,平凡且可贵,29天前发布
10158,愿，鳏寡孤独废疾者，皆有所养。,29天前发布
10159,愿，鳏寡孤独废疾者，皆有所养。,29天前发布
10160,把命运的无奈说的如此清新脱俗,29天前发布
10161,[tv_点赞],29天前发布
10162,在这个视频下面的热评没人去指责庸医，没人去想88岁的老母亲为什么数次想要上吊,29天前发布
10163,冷峻的幽默，却又透露出感人质朴感人的生活细节，夹杂着时代历史的深邃感，给人以欢笑，给人以感动，浓缩这中国万万个平凡而又伟大的劳动人民，体现着浓厚的中国精神，穿梭过其一生不过廖廖几笔，却又质朴温暖。冲淡了现代浮躁的车水马龙，采菊东篱下，悠然见南山，文笔简练却又不乏生活哲理，实为佳作。致我们身边的每一个二舅致我们身边每一个平凡而又不平凡的人。[抱拳],29天前发布
10164,“世界上只有一种英雄主义，那就是认识了生活的残酷以后仍然热爱生活”,29天前发布
10165,二舅也太厉害了吧,29天前发布
10166,苦难从来不值得歌颂,29天前发布
10167,王家卫..,29天前发布
10168,这是一部剪短却又丰富的人生，人生百态，却异常精彩！,29天前发布
10169,平凡的人最可贵,29天前发布
10170,想到我的外公和奶奶 哭的稀里哗啦,29天前发布
10171,哎呀我说命运呀,29天前发布
10172,[捂眼]我这个没文化的想问一问，什么叫树先生？[思考],29天前发布
10173,"视频不长，却掷地有声。作为农村出来的小孩，我想说，二舅是太多农村普通人的缩影，他们根本不知道什么是焦虑，什么是内卷，他们所做的，不过是拼了命地活下来。 默默无闻，坚韧不拔，生活简陋却又比谁都精神富足，他们是无垠夜空中为自己闪亮的星星。Life consists not in holding good cards, but in playing well those you hold.",29天前发布
10174,不如读者[吃瓜],29天前发布
10175,二舅什么时候开直播？,29天前发布
10176,昨天播放还是七百多万,29天前发布
10177,像看了一篇阅读理解,29天前发布
10178,二舅是老一辈人的缩影,29天前发布
10179,庸医才是一切的开头,29天前发布
10180,平凡 朴实 又可爱的中国式老舅,29天前发布
10181,人活一种内心的满足，我羡慕和佩服能放下的人,29天前发布
10182,下定决心 不怕牺牲 排除万难 去争取胜利,29天前发布
10183,&#34;下定决心，不怕牺牲，排除万难，去争取胜利&#34;,29天前发布
10184,快手抖音混热度 知乎B站的观点几乎对立 都是对的 都是这个世界,29天前发布
10185,伟大的平凡,29天前发布
10186,我二舅介绍的,29天前发布
10187,这是赞颂苦难吗？这是陈述事实啊!也许在某些人眼里说啥都是歌颂苦难吧,29天前发布
10188,我哭了。,29天前发布
10189,一鸣惊人,29天前发布
10190,BV1Ca411K7Gh,29天前发布
10191,一键三连,29天前发布
10192,卧槽，几万的时候刷到的，现在两千万了[点赞][点赞][点赞],29天前发布
10193,"如果这条视频能够一直保存下去的话，未来有一天也一定会再火一次吧……
只希望那天永远不要到来……",29天前发布
10194,螀麇百折赵子寒 涕落衣襟悗拭惉,29天前发布
10195,无比感动！跟不幸的人相比，我还是拥有的太多了！珍惜每时每刻，继续努力去争取去奋斗去回馈,29天前发布
10196,坚强的灵魂,29天前发布
10197,请求浩哥，拍成电影吧,29天前发布
10198,@剩一杯茶 好好看 真的充满了智慧 不过你应该看过了吧[原神_哼],29天前发布
10199,@Keep-YYY 致敬二舅,29天前发布
10200,生活就是直面困难，不断往前呀[打call],29天前发布
10201,他公平,29天前发布
10202,"《吾之井底蛙语》
网传“二舅”奇杰也。亦观其一二三载卧病在床，而墮气。后醒而耕于木，忠于本，是为玄德，不负其奇才之杰。
接上次浅谈其“恕”
对己终身行之，即子曰：其恕乎！己所不欲，勿施于人。
对于内耗：恕己

",29天前发布
10203,看了这个视频，我的第一反应是这种简直就是超然物外的天人啊，如此的不争和平和。可后来我忽然意识到其实就在我们的爷爷辈，甚至父母辈，他们也存在着很多这样精彩的但是没有记录下来的故事，他们也是在穷其一生在演好他们的剧本。遗憾得是我从来没有那么面对面静下心来听他们述说并做好记录。爷爷奶奶已经80岁了，我不想让他们的故事就这样随风溜走。,29天前发布
10204,看了看文案热血沸腾，看了看房价又躺回去了,29天前发布
10205,这条视频的创作者注定会被舆论包围。关于苦难的讲述，好像总没有个合适的方式。,29天前发布
10206,拥有一个手艺的重要性,29天前发布
10207,真的不知道说些什么，眼泪就这样不停地流,29天前发布
10208,"永远不要相信苦难是值得的
苦难就是苦难
苦难不会带来成功
苦难不值得追求
磨练意志是因为苦难无法躲开",29天前发布
10209,二舅很坚强，也很努力，很善良。,29天前发布
10210,蹭个流量（其它地方没这么多人），可能是自己的浅薄，一直不能理解，有一些视屏下面有人评论的宣扬苦难。请问有朋友帮忙解答一下吗？谢谢！,29天前发布
10211,敬二舅,29天前发布
10212,想说点什么赞美这个视频，却发现找不到合适的措辞。只觉得心里有股什么劲快冲出来，思来想去，我只联想到溪水里被冲刷的鹅卵石，细腻又清亮。,29天前发布
10213,你的二舅为什么活成现在这么模样，视频里你是半点思考都没有啊,29天前发布
10214,农村到处都是这样的人。,29天前发布
10215,8.9万＋人正在观看 ![鼓掌][支持],29天前发布
10216,牛,29天前发布
10217,每一个平凡人都是二舅,29天前发布
10218,加油,29天前发布
10219,一个平凡人的史诗,29天前发布
10220,好多的这样的木匠。木匠应该是没有工程师这个概念之前，实际上履行工程师职能一个职业,29天前发布
10221,我曾踏足山巅，也曾进入低谷，二者都让我受益良多.,29天前发布
10222,我庆幸的是 二舅的故事能在现在这种网络环境下火起来 让普通人的故事给更多人看到 但我觉得不好的是二舅故事的精神内核也因此被放大，但生活应该远不如此 我们要思考要做的还有很多,29天前发布
10223,生命，平凡而不平庸！不管身处何境，都要心怀希望，心生动力，一心向前！纵不是耸入云端的挺峰，亦要为翠绿不朽之山丘。,29天前发布
10224,我也读过大学，四肢健全，我的人生才刚刚开始，我不能因为三年的恋爱分手而一直荒废自己，伤害自己的身体，我不会再回头看，过去的就过去了，如果一直懊悔在过去的时光里，那一辈子都在懊悔中度过了,29天前发布
10225,真的很感动，我学到了很多,29天前发布
10226,泪目了，有力量的感动,29天前发布
10227,第一次一件三连,29天前发布
10228,收获很大[保佑],29天前发布
10229,二舅真是比现在大多数人要坚强,29天前发布
10230,潜移默化了开始,29天前发布
10231,其实我更想听别人家的大伯的故事，二舅的故事，其实我已经看过无数次了,29天前发布
10232,我也可以和二舅一样生活的很好很好很好,29天前发布
10233,苦难就是苦难，不要歌颂苦难，而要尽力让大多数人远离苦难。这才是我们百年前的愿景。,29天前发布
10234,看这个视频的感觉就像是在品读一本好书，很微妙的感觉,29天前发布
10235,世界上第一快乐的人是不需要对别人负责的人，世界上第二快乐的人就是从不回头看的人。,29天前发布
10236,视频的目的是表达up主心中的美，你读懂了你读懂的美，这对你，对up，对其他的林林总总，就够了,29天前发布
10237,九万人同时观看,29天前发布
10238,1,29天前发布
10239,耳机没调好，第一遍看，以为是特意设置的没开声音的默片,29天前发布
10240,平凡人的史诗,29天前发布
10241,Ip测试,29天前发布
10242,二舅三轮车违法载人，违反交通法规。,29天前发布
10243,哈麻皮,29天前发布
10244,祝6688组合长寿！！！,29天前发布
10245,这绝对是一个“硬核狠人”,29天前发布
10246,1,29天前发布
10247,从来没有想过遗憾只是活着活到现在对自己的一种应付。拒绝下床一年，坐井观天一年，两年时间看开时代看开自己很不容易,29天前发布
10248,太感动了…,29天前发布
10249,有感触的大部分是城里人吧？从农村来的身边有很多例子，并没有多少感触，本身就是二舅，在无奈坚强中奋斗……,29天前发布
10250,点开之前我以为又是一个鸡汤视频，真的没想到完全不是…为二舅致敬！！！！,29天前发布
10251,天才就是天才,29天前发布
10252,感动[大哭],29天前发布
10253,此心安处是吾乡,29天前发布
10254,原本是天才少年的开端，结果却变成了平凡但是又不是很平淡的天才老头的乡村生活,29天前发布
10255,都是命,29天前发布
10256,人生如流水，不争先，而争滔滔不绝啊。,29天前发布
10257,[支持],29天前发布
10258,看完觉得人类不再一败涂地。,29天前发布
10259,看完觉得人类不再一败涂地。,29天前发布
10260,可怜的老头[大哭],29天前发布
10261,人民爱看的，共鸣的才是真正的艺术，敬衣戈，敬二舅！,29天前发布
10262,人生最大的遗憾就是一直在遗憾过去的遗憾！拍的太好了！[点赞],29天前发布
10263,您不考虑上语文教材吗？,29天前发布
10264,不知道为什么！看到最后我哭了,29天前发布
10265,@bili_59233614686,29天前发布
10266,大伯治好了我的精神内耗[呲牙],29天前发布
10267,关于二舅的视频，二舅一句话也不能说,29天前发布
10268,抱歉我看完第一反应居然是觉得可怕。,29天前发布
10269,第一次见币比赞多[原神_哇][原神_哇][原神_哇],29天前发布
10270,请问标题的答案哪里找，咋治好的？没整明白,29天前发布
10271,将他拉长到九十分钟，就是一个不可多得的好电影,29天前发布
10272,"奉上功夫熊猫里面的一句经典台词：
Your story may not have a such happy begining, but that doesn‘t make who you are.It is the rest of your story,who you choose to be.",29天前发布
10273,看得我泪流满面，毫不夸张,29天前发布
10274,二舅是富足的！！！他活得很通透！！！,29天前发布
10275,《活着》,29天前发布
10276,"人生海海 山山而川 不过尔尔
敬二舅??",29天前发布
10277,证最后办下来么,29天前发布
10278,卧槽是唐浩,29天前发布
10279,那个超豪华ok？ 真是给我整笑了 哈哈哈哈哈哈[妙啊],29天前发布
10280,谢谢二舅！,29天前发布
10281,敬二舅,29天前发布
10282,一个字来形容，酷!,29天前发布
10283,想起自己的爸爸，也是个瘦瘦的小老头，文化水平不高，没办法给我们两姐妹传授什么知识，但是这辈子能给的都会倾其所有地付出。致敬每一个努力生活的人。,29天前发布
10284,平凡人的赞歌是生命的赞歌,29天前发布
10285,真精彩！,29天前发布
10286,"值得尊敬的老一辈人.不过我们这代人和二舅那辈所处的时代完全不同了,我们自己的钥匙还是得自己寻找",29天前发布
10287,二舅本该过上更好的生活，可即便是这样，二舅也没有放弃，而是努力让现在的生活变得更精彩,29天前发布
10288,依旧是知识丰富自己的生活,29天前发布
10289,最后的文案是对本期主题的升华,29天前发布
10290,忍不住看了一遍又一遍,29天前发布
10291,敬二舅,29天前发布
10292,所以人应该怎么活着是一个永恒的问题，因为不可控变量太多了。但是毫无疑问的是，有意义的生命在不同的参考系中不止一种。,29天前发布
10293,二舅的人生看似寡淡无味充满遗憾 实则丰富多彩又令人感动 他的内心世界足够充盈 他历经生活给予的磨难后仍乐观向上的精神状态是大多数人所缺失的 是一种看清生活真相仍然热爱生活的大英雄[爱心],29天前发布
10294,就我没感觉吗[微笑],29天前发布
10295,突然想起来了《秋园》，关于生命的抗争，关于平凡人的伟大，一生尝尽酸甜苦辣，终落得如此下场,29天前发布
10296,两千多万播放来了！,29天前发布
10297,天才少年变成了天才老头,29天前发布
10298,敬二舅,29天前发布
10299,他公平。,29天前发布
10300,平淡的叙述，伟大的内涵，愿你我，皆二舅,29天前发布
10301,Up的文笔真好,29天前发布
10302,[热词系列_这次一定],29天前发布
10303,感谢二舅，也治好了我的精神内耗，重拾初心，新的开始,29天前发布
10304,"- 真正的勇士，敢于直面惨淡的人生，敢于正视淋漓的鲜血。
- 穷且益坚，不坠青云之志。",29天前发布
10305,治好了？[翻白眼],29天前发布
10306,唉，生活中永远不缺少苦难啊,29天前发布
10307,这二舅简直是我偶像,29天前发布
10308,借路遥先生说的一句话：一个人只要他想，无论他是什么身份，在什么时候什么地方，只要他想要，都可以过得很好！,29天前发布
10309,9.3w人在看,29天前发布
10310,电影级别叙事？[热词系列_你币有了],29天前发布
10311,恭喜UP上了新华社，火遍全国了,29天前发布
10312,南风知我意，吹梦到西洲。,29天前发布
